Open,High,Low,Close,Volume,Date,WM2NS
129.826,130.946,128.846,129.942,22273333.4,03/08/1981,1687.4
131.744,133.09,130.744,132.156,24728889,10/08/1981,1699.3
133.158,134.348,132.002,132.894,25792222.4,17/08/1981,1695.9
130.22,130.864,128.33,129.204,23261111,24/08/1981,1690.5
124.636,125.584,123.006,124.094,24095555.4,31/08/1981,1693.3
122.635,123.55,121.0475,121.955,23218055.5,07/09/1981,1706.4
119.64,121.184,118.202,119.758,23876666.6,14/09/1981,1714.4
118.542,119.48,116.802,117.858,24717777.8,21/09/1981,1706.1
115.406,116.572,113.136,115.128,29346667,28/09/1981,1697.7
116.818,118.832,116.006,117.614,26436666.6,05/10/1981,1722.1
120.794,122.398,119.64,121.134,24741111,12/10/1981,1729.4
119.938,120.846,118.462,119.492,22871111.2,19/10/1981,1729.5
119.52,120.586,118.24,119.356,24538889,26/10/1981,1720.8
119.662,121.886,119.022,120.778,29541111,02/11/1981,1728.3
123.99,125.096,122.64,123.808,27834444.4,09/11/1981,1740.8
122.748,123.694,121.18,122.144,26763333.6,16/11/1981,1743.8
120.814,122.158,119.884,121.086,26591111,23/11/1981,1735.2
123.5625,125.5025,123.025,124.75,26683333.5,30/11/1981,1744.6
125.704,126.764,124.488,125.472,27002222.4,07/12/1981,1759.2
125.114,125.8,123.74,124.744,25284444.4,14/12/1981,1759.1
123.062,124.162,122.122,123.174,25151111.2,21/12/1981,1760.2
122.7675,123.545,121.7675,122.5,19929166.5,28/12/1981,1758.2
122.1975,123.2875,121.3025,122.315,21638889,04/01/1982,1780.1
120.064,120.774,118.056,118.898,26264444.4,11/01/1982,1783.3
115.966,117.216,114.688,116.054,25566666.8,18/01/1982,1776.5
115.918,116.834,114.524,115.556,25564444.4,25/01/1982,1761.4
117.086,118.748,116.15,117.606,31415555.6,01/02/1982,1762.5
117.146,118.122,115.554,116.56,27747777.6,08/02/1982,1767.9
114.35,115.4375,113.345,114.2875,25672222,15/02/1982,1767.1
113.834,114.848,112.306,113.276,29666666.6,22/02/1982,1761.3
112.578,113.906,111.416,112.922,30656666.8,01/03/1982,1765.5
111.192,112.21,109.224,110.032,38126666.8,08/03/1982,1779.6
108.71,110.288,106.914,109.132,31270000,15/03/1982,1782.9
109.764,111.396,109.176,110.408,28436666.8,22/03/1982,1779.7
112.888,113.866,111.74,112.794,27553333.2,29/03/1982,1780.8
113.088,114.434,112.338,113.574,27888889,05/04/1982,1808.5
115.4425,116.5825,114.595,115.76,28200000,12/04/1982,1816.3
116.196,117.306,115.298,116.336,28207777.6,19/04/1982,1813.8
116.792,117.646,116.258,117.25,34360000,26/04/1982,1799.4
117.094,117.63,116.552,116.932,28114444.6,03/05/1982,1795.3
118.448,118.78,117.784,118.332,33172222,10/05/1982,1805
118.666,119.026,117.976,118.306,29735555.4,17/05/1982,1804.9
115.26,115.544,114.748,115,25545555.4,24/05/1982,1801.9
113.77,113.9575,112.88,113.0125,25540277.75,31/05/1982,1808.8
111.4,111.836,110.82,111.158,25340000,07/06/1982,1825.5
110.15,110.472,109.328,109.886,29138889,14/06/1982,1828.9
108.524,108.884,107.872,108.128,28294444.4,21/06/1982,1822.6
108.99,109.928,108.662,109.534,28144444.4,28/06/1982,1813.3
109.7075,109.9775,108.85,109.045,28323611.25,05/07/1982,1836.5
107.782,108.28,107.15,108.088,32788888.8,12/07/1982,1840.6
110.322,110.944,109.872,110.432,33021111,19/07/1982,1834.4
111.266,111.742,110.802,111.194,29635555.6,26/07/1982,1828.1
108.432,108.946,107.526,108.192,27553333.4,02/08/1982,1834.5
106.352,106.442,104.91,105.184,30204444.4,09/08/1982,1847.1
102.964,103.888,102.79,103.16,27993333.2,16/08/1982,1848.2
109.036,111.922,108.546,111.174,56668888.8,23/08/1982,1844.2
116.692,118.198,116.036,117.25,55461111,30/08/1982,1843.9
118.93,120.9025,118.445,120.1825,52061111.25,06/09/1982,1859.5
121.822,122.646,120.96,121.75,38956666.8,13/09/1982,1867
123.188,123.936,122.492,123.244,39346666.6,20/09/1982,1860.8
123.702,124.59,123.064,123.924,40418888.8,27/09/1982,1848.5
122.17,122.592,121.068,121.754,34634444.4,04/10/1982,1869.8
125.888,128.86,125.888,128.454,63465555.6,11/10/1982,1877.6
134.75,136.41,133.83,135.204,59746666.8,18/10/1982,1878
138.082,139.334,136.358,137.404,56314444.4,25/10/1982,1869.8
134.062,135.174,133.086,134.51,45077777.6,01/11/1982,1877.5
139.966,141.986,139.192,140.962,62546666.8,08/11/1982,1890.6
141.192,142.132,139.534,140.498,52983333.2,15/11/1982,1893.7
137.15,137.942,135.64,136.586,45582222,22/11/1982,1887.5
133.9775,134.5825,133.3475,133.9725,33337499.75,29/11/1982,1887.8
137.81,139.978,137.56,139.306,48260000,06/12/1982,1901.5
141.172,142.066,140.476,140.812,49882222.4,13/12/1982,1900.9
137.09,138.246,135.758,136.336,43478889,20/12/1982,1915.9
138.36,140.305,138.3075,139.8325,40145833.25,27/12/1982,1921.4
141.036,141.572,140.024,140.264,30109999.8,03/01/1983,1945.4
142.43,144.688,142.194,144.11,58834444.4,10/01/1983,1966.3
146.318,147.43,145.834,146.314,51202222,17/01/1983,1967.8
145.708,145.99,143.534,144.356,45553333,24/01/1983,1960.8
142.422,143.796,142.172,143.474,44245555.8,31/01/1983,1963.5
144.378,145.36,143.678,144.704,45765555.4,07/02/1983,1983.4
146.578,147.748,145.846,146.956,45994444.6,14/02/1983,1986.3
148.03,148.4825,146.6475,147.7925,44929166.75,21/02/1983,1984.3
147.924,149.038,147.006,147.934,51791111,28/02/1983,1989
151.686,153.068,151.294,152.8,56193333.6,07/03/1983,2008.8
152.156,152.712,150.948,151.6,43133333.6,14/03/1983,2010.2
150.28,150.856,149.636,150.372,40393333.4,21/03/1983,2009.6
152.144,152.946,151.586,152.272,44752222.4,28/03/1983,2006
152.445,153.4725,152.0275,152.74,42733333.25,04/04/1983,2033
152.124,153.114,151.41,152.538,41397777.8,11/04/1983,2041.8
156.926,157.932,156.734,157.84,49858888.8,18/04/1983,2037.2
159.93,160.648,159.19,159.74,54448888.6,25/04/1983,2022.9
161.896,163.278,160.996,162.548,55297777.6,02/05/1983,2022
163.646,164.748,163.146,164.368,57885555.4,09/05/1983,2032.3
165.182,165.636,164.136,164.694,49694444.4,16/05/1983,2034.8
162.886,163.628,161.846,162.908,46740000,23/05/1983,2030.6
165.175,165.92,164.46,165.4225,55856944.5,30/05/1983,2031
163.554,164.192,162.744,163.634,46544444.4,06/06/1983,2055.1
162.71,163.446,161.896,162.696,49084444.4,13/06/1983,2059.9
167.148,168.434,166.848,167.988,54842222.2,20/06/1983,2052.4
170.304,170.87,169.43,170.192,50323333.2,27/06/1983,2040.1
167.495,167.9325,166.6275,167.15,42462499.75,04/07/1983,2064.4
167.278,168.584,166.682,167.566,42027777.8,11/07/1983,2078
165.79,166.204,164.644,165.048,39432222.2,18/07/1983,2071.1
166.862,168.618,166.64,168.318,47522222.2,25/07/1983,2062
166.998,167.39,164.958,165.552,49047777.6,01/08/1983,2065.8
162.082,162.702,160.638,161.54,43890000,08/08/1983,2077.4
160.926,162.282,160.63,161.814,43332222.2,15/08/1983,2077.7
164.074,165.012,163.338,164.114,41914444.6,22/08/1983,2070.8
162.272,162.572,160.984,161.85,35980000,29/08/1983,2063.9
163.3625,164.315,163.1475,164.0525,38693055.5,05/09/1983,2080.6
167.156,168.298,166.358,167.204,50333333.4,12/09/1983,2088.4
165.272,166.228,164.766,165.68,42102222,19/09/1983,2082.5
168.92,169.808,168.422,169.398,52328889,26/09/1983,2070.7
167.936,168.04,166.652,167.108,42082222.4,03/10/1983,2087
168.19,169.714,167.97,169.548,53436666.8,10/10/1983,2106
170.458,170.944,169.524,170.024,41357777.8,17/10/1983,2107.1
167.562,167.758,165.722,166.692,51325555.6,24/10/1983,2098.5
165.212,165.79,164.372,164.722,44701111.2,31/10/1983,2097.9
163.74,163.946,162.68,163.26,45166666.6,07/11/1983,2117
163.668,164.942,163.59,164.602,44208889,14/11/1983,2122.4
165.828,166.334,165.126,165.742,47553333.2,21/11/1983,2117.3
166.7875,167.2225,166.3125,166.88,50230555.5,28/11/1983,2114.5
166.55,167.05,165.708,166.4,56650000,05/12/1983,2128.8
165.496,165.838,165.008,165.456,51945555.8,12/12/1983,2134
163.582,163.832,162.722,162.926,47048889,19/12/1983,2132.8
162.79,163.465,162.425,163.0775,50109722,26/12/1983,2128.3
164.525,165.2475,164.2325,164.9725,42758333.25,02/01/1984,2147.5
166.758,167.916,166.354,167.562,65444444.4,09/01/1984,2164.1
167.882,168.43,167.246,167.54,55913333.4,16/01/1984,2153.2
167.162,167.42,166.28,166.7,52830000,23/01/1984,2137.4
164.858,165.604,163.834,164.366,59384444.4,30/01/1984,2122.5
162.674,163.17,161.076,161.7,61125555.6,06/02/1984,2147.7
156.844,157.378,155.306,156.252,55933333.4,13/02/1984,2149.2
155.9075,156.8325,155.5,156.1825,47919444.75,20/02/1984,2148
155.214,156.476,154.382,156.01,51550000,27/02/1984,2143.7
158.122,158.98,157.11,157.84,49330000,05/03/1984,2162.4
155.636,156.392,154.498,155.34,45771111,12/03/1984,2169.1
157.316,158.574,156.796,157.602,49047778,19/03/1984,2169
157.77,158.24,157.062,157.548,45533333.2,26/03/1984,2164.5
158.51,159.41,157.996,158.772,46364444.4,02/04/1984,2183.3
156.742,157.164,155.65,156.234,48975555.6,09/04/1984,2204.6
156.284,157.568,155.628,156.846,47676666.6,16/04/1984,2204.7
158.3025,158.6575,157.4625,157.9225,46129166.5,23/04/1984,2193
158.742,159.754,158.426,159.392,47761111,30/04/1984,2177.4
160.788,161.276,159.994,160.672,53431111.2,07/05/1984,2190.1
159.718,160.154,158.552,159.324,47965555.6,14/05/1984,2193.9
157.168,157.51,156.228,156.614,46935555.6,21/05/1984,2193.1
153.2475,153.48,151.935,152.47,48326389,28/05/1984,2185.2
151.21,152.464,150.436,151.754,49932222.2,04/06/1984,2211.2
154.618,155.01,153.718,154.362,43032222.2,11/06/1984,2221.1
151.378,152.138,150.266,151.094,45738889,18/06/1984,2216.7
153.486,154.614,152.898,154.078,54635555.4,25/06/1984,2202.7
152.864,153.444,152.13,152.714,44295555.6,02/07/1984,2219.2
152.975,153.505,152.22,153.015,38436111,09/07/1984,2236.7
151.544,152.048,150.558,151.192,44277777.8,16/07/1984,2234.5
151.06,151.302,149.912,150.53,44648889,23/07/1984,2222.9
149.374,150.262,148.8,149.622,47664444.6,30/07/1984,2216.3
155.512,158.134,154.896,157.536,91856666.6,06/08/1984,2233.4
163.488,165.482,162.65,164.172,69906666.6,13/08/1984,2233.3
164.218,164.896,163.464,164.014,45990000,20/08/1984,2229.7
166.892,167.966,166.278,167.192,50503333.2,27/08/1984,2220
166.885,167.3775,166.3925,166.9425,40211111.25,03/09/1984,2232.7
165.174,165.774,164.028,164.69,42422222.4,10/09/1984,2251.9
166.214,167.588,165.806,166.944,57330000,17/09/1984,2247.6
167.32,167.978,166.374,166.602,57401111,24/09/1984,2232.2
166.142,166.682,165.328,165.916,47545555.8,01/10/1984,2243.1
163.25,163.61,162.5,162.752,43085555.4,08/10/1984,2261.7
162.574,163.69,162.102,163.302,48656666.6,15/10/1984,2266.7
166.148,167.38,165.348,166.468,66676666.6,22/10/1984,2256.7
166.65,167.006,165.884,166.134,47082222.2,29/10/1984,2252.7
166.504,167.742,166.286,167.284,52881111,05/11/1984,2276.3
168.902,169.44,167.88,168.644,48867777.8,12/11/1984,2285.4
165.862,166.176,164.782,165.008,42014444.4,19/11/1984,2290.2
164.68,165.7475,164.07,165.29,43790277.5,26/11/1984,2285.6
164.87,165.252,163.82,164.324,47834444.2,03/12/1984,2295.4
162.664,163.41,162.062,162.666,47627777.8,10/12/1984,2312.6
162.606,163.288,162.144,162.762,47150000.2,17/12/1984,2315.1
166.146,167.606,165.372,166.784,62063333.4,24/12/1984,2319.1
166.31,166.73,165.91,166.43,38073611,31/12/1984,2332.2
165.2,165.6425,164.1525,164.465,44495833.25,07/01/1985,2353
165.926,167.548,165.61,167.18,60948889,14/01/1985,2348
170.912,172.394,170.6,171.856,72877778,21/01/1985,2339.5
176.414,177.606,175.99,176.848,81188888.8,28/01/1985,2324
178.846,179.854,178.076,179.436,70811111.2,04/02/1985,2338.5
181.08,181.914,180.52,181.112,73011111,11/02/1985,2344.9
181.7075,182.8025,180.8925,181.98,69416666.75,18/02/1985,2344.1
180.732,180.932,179.794,180.258,55113333.4,25/02/1985,2339.1
181.104,182.392,180.51,181.67,62733333,04/03/1985,2354.5
180.71,180.996,179.734,180.056,58433333.4,11/03/1985,2362.8
178.202,178.94,177.478,177.82,55239999.8,18/03/1985,2359.2
178.778,179.704,178.252,178.996,55102222,25/03/1985,2353.8
179.228,180.238,179.142,179.888,53556666.4,01/04/1985,2368.1
179.985,180.245,178.7675,179.175,50562499.75,08/04/1985,2389.7
179.278,180.236,179.222,179.856,51940000,15/04/1985,2389.8
181.15,181.746,180.55,181.106,50682222.2,22/04/1985,2380.9
182.09,182.724,181.386,182.076,54725555.4,29/04/1985,2359.3
179.584,180.108,178.882,179.456,55735555.4,06/05/1985,2371.6
181.514,182.634,181.312,182.438,59847777.8,13/05/1985,2375.5
185.22,186.852,184.988,186.242,63753333.2,20/05/1985,2378.7
188.88,189.075,187.8075,188.5225,58134722,27/05/1985,2372.8
188.226,188.958,187.592,188.432,61615555.4,03/06/1985,2393.6
189.97,190.664,189.284,190.09,62674444.4,10/06/1985,2416.7
187.718,188.092,186.542,187.122,53562222.2,17/06/1985,2416.9
187.2,188.328,186.676,187.892,58237778,24/06/1985,2407.5
190.406,191.372,190.172,191.062,57534444.4,01/07/1985,2421.1
192.09,192.475,191.48,191.9775,49393055.25,08/07/1985,2443.4
192.316,192.882,191.854,192.474,61584444.2,15/07/1985,2440.8
194.548,195.34,193.928,194.846,70237777.8,22/07/1985,2431.6
192.588,192.992,191.044,191.638,66495555.4,29/07/1985,2422.9
190.812,191.428,190.272,191.012,57274444.4,05/08/1985,2443.2
188.7,188.996,187.696,188.102,51776667,12/08/1985,2446.6
187.14,187.568,186.526,186.89,45335555.6,19/08/1985,2444.4
187.592,188.29,186.942,187.816,46918888.8,26/08/1985,2434.6
188.2675,188.75,187.8975,188.6225,46937499.75,02/09/1985,2441.3
187.884,188.26,187.282,187.808,49563333.6,09/09/1985,2463.1
185.356,185.494,183.856,184.282,54477778,16/09/1985,2458.8
182.278,183.35,181.478,182.562,58233333.2,23/09/1985,2441.6
182.22,182.5725,180.9275,181.6625,55512500,30/09/1985,2448.6
183.754,184.754,182.724,183.716,66861110.8,07/10/1985,2472.9
182.67,183.802,182.394,183.564,51347777.8,14/10/1985,2470.8
187.026,187.814,186.568,187.144,63453333.4,21/10/1985,2468.7
188.022,188.674,187.532,188.182,61753333.4,28/10/1985,2455.2
189.666,190.702,189.256,190.38,65200000,04/11/1985,2474.1
192.548,193.932,192.242,193.75,67688888.8,11/11/1985,2481.4
197.926,198.85,197.234,198.212,71555555.4,18/11/1985,2483.2
199.86,200.736,199.33,200.188,67445555.6,25/11/1985,2477.3
201.4325,202.35,200.725,201.46,63105555.5,02/12/1985,2491.3
202.484,203.92,202.036,203.242,79266666.6,09/12/1985,2503.6
206.324,208.576,206.064,207.878,95488888.8,16/12/1985,2501.6
210.614,211.304,209.506,209.998,77944444.2,23/12/1985,2502.1
208.2425,209.1625,207.5775,208.77,43594444.25,30/12/1985,2505.3
210.6075,211.1875,209.7625,210.6,57815277.75,06/01/1986,2536
208.898,210.1,206.738,208.112,82366666.8,13/01/1986,2521.5
207.844,208.53,206.904,208.006,64915555.6,20/01/1986,2510.2
205.498,206.472,204.348,205.47,71288889,27/01/1986,2492.2
209.726,212.064,209.43,211.034,83733333.2,03/02/1986,2494.4
213.558,214.724,212.046,214.004,81155555.6,10/02/1986,2506.8
216.3825,217.53,215.8175,217.2625,79138888.75,17/02/1986,2502.1
221.754,223.508,220.748,222.678,86022222.2,24/02/1986,2498.4
225.158,226.142,223.804,225.388,91344444.4,03/03/1986,2507.9
224.93,226.102,224.01,225.2,86800000,10/03/1986,2527.1
232.11,234.7,231.16,233.728,98722222.4,17/03/1986,2527.9
235.186,236.562,234.216,235.318,87655555.4,24/03/1986,2523.2
236.58,238.2725,235.9275,237.4725,85180555.5,31/03/1986,2535.2
234.182,234.524,230.932,232.128,81999999.8,07/04/1986,2570.7
233.662,236.228,233.014,235.392,81500000,14/04/1986,2573
240.528,242.454,239.976,242.02,83177777.8,21/04/1986,2569
242.644,243.38,241.034,242.312,80444444.4,28/04/1986,2550.4
237.814,238.87,235.528,236.742,74611111.2,05/05/1986,2564.4
237.07,238.004,235.838,237.176,72211111.2,12/05/1986,2569.8
235.744,236.184,234.094,234.868,64693333.4,19/05/1986,2572.2
236.22,238.84,235.9,238.2575,70166666.75,26/05/1986,2566.6
245.35,247.482,244.33,246.35,76477777.8,02/06/1986,2584.4
245.162,245.842,242.756,244.146,64088888.8,09/06/1986,2610.1
241.644,243.052,241.004,242.812,68311111,16/06/1986,2612
245.422,246.498,243.73,245.248,71333333.4,23/06/1986,2598.8
247.912,249.874,247.524,249.028,77266666.8,30/06/1986,2602.4
251.8,252.4975,249.295,250.145,75583333.5,07/07/1986,2639.8
242.738,243.254,239.982,241.55,78988888.8,14/07/1986,2638.8
235.838,237.126,234.348,235.468,81466666.8,21/07/1986,2632.3
238.262,239.466,236.918,238.206,74055555.4,28/07/1986,2621.1
235.582,236.812,233.974,235.632,68888888.8,04/08/1986,2641.5
236.756,238.588,236.2,237.694,70544444.6,11/08/1986,2651
244.618,246.33,244.024,245.958,72022222.4,18/08/1986,2648.7
248.708,249.702,247.694,248.79,69288888.8,25/08/1986,2636.5
251.6975,253.7225,251.0275,252.9775,76430555.5,01/09/1986,2644.5
251.166,252.398,248.622,250.208,90344444.4,08/09/1986,2670.4
241.744,242.66,237.18,238.504,101277777.6,15/09/1986,2667.7
231.966,233.172,230.632,232.57,76044444.4,22/09/1986,2656.4
233.302,235.026,231.884,233.184,70266666.8,29/09/1986,2651.1
232.492,234.692,231.992,233.466,68105555.8,06/10/1986,2686.7
235.436,236.48,234.638,235.666,64476666.6,13/10/1986,2688.4
237.686,238.79,236.186,237.702,72344444.6,20/10/1986,2688.8
237.144,238.262,236.4,237.69,71733333.2,27/10/1986,2674.7
241.336,243.194,241.114,242.738,87766666.8,03/11/1986,2690.1
246.006,246.546,244.706,246.11,86022222.4,10/11/1986,2705.8
245.47,246.148,243.806,244.89,83344444.4,17/11/1986,2707.9
241.104,243.52,239.4,241.96,97577777.6,24/11/1986,2697.1
248.405,248.88,246.955,248.8025,74156944.25,01/12/1986,2716.6
252.224,253.908,250.94,252.644,98466666.8,08/12/1986,2730
249.378,250.064,247.456,248.794,75466666.6,15/12/1986,2731
248.46,249.516,246.876,248.572,95944444.4,22/12/1986,2738.5
247.185,247.495,245.7275,246.17,60106944.25,29/12/1986,2751.5
244.1625,246.93,243.235,246.045,74886111,05/01/1987,2794.4
255.264,257.51,254.758,256.884,105766666.8,12/01/1987,2770.7
262.924,265.286,261.956,264.74,113266666.4,19/01/1987,2750.2
270.046,273.462,267.692,270.1,115444444.4,26/01/1987,2728.4
273.416,275.692,271.944,274.784,103800000.2,02/02/1987,2727.9
278.656,280.314,277.392,278.998,111622222.4,09/02/1987,2742.6
276.5975,278.705,274.275,276.9825,100763888.8,16/02/1987,2736.8
284.332,286.152,282.038,284.868,103755555.4,23/02/1987,2730.2
283.278,284.492,281.878,283.408,88966666.8,02/03/1987,2733.7
287.384,289.076,286.306,288.444,100000000,09/03/1987,2754.4
290.12,291.394,288.68,290.102,91333333,16/03/1987,2751.5
293.11,296.17,292.534,295.732,107177778,23/03/1987,2741.3
300.028,300.806,296.526,297.656,105555555.6,30/03/1987,2742.5
293.462,296.446,292.428,296.014,102722222.2,06/04/1987,2781.4
296.242,297.532,291.982,292.984,99666667,13/04/1987,2787.9
284.035,287.1725,280.955,284.15,110194444.5,20/04/1987,2793.2
286.89,289.384,282.31,286.086,105755555.6,27/04/1987,2764
284.8,288.43,284.378,286.566,93055555.4,04/05/1987,2761.7
293.652,296.652,292.058,294.092,107744444.4,11/05/1987,2760.2
292.104,292.922,288.71,291.12,92588888.8,18/05/1987,2759.3
281.17,283.48,278.555,280.04,94833333.25,25/05/1987,2751.9
288.17,291.244,287.122,289.706,86722222,01/06/1987,2765.5
292.082,294.328,290.52,293.438,80377777.6,08/06/1987,2786.5
298.378,300.742,297.876,299.648,92500000.2,15/06/1987,2781.7
305.072,306.78,304.506,306.376,101088889,22/06/1987,2766
308.212,309.146,306.754,307.862,90500000,29/06/1987,2755.4
305.12,306.2725,303.1775,304.3725,87833333.25,06/07/1987,2800.8
307.316,308.696,306.122,307.842,103133333.4,13/07/1987,2792.6
311.322,312.956,310.114,311.956,108577778,20/07/1987,2784.6
309.108,310.228,307.444,308.95,92822222.2,27/07/1987,2770.6
315.07,317.124,314.348,316.452,107388889,03/08/1987,2781.4
319.482,322.446,318.602,321.554,105677778,10/08/1987,2796.7
332.466,335,331.39,333.694,121466666.6,17/08/1987,2792.5
333.118,334.292,329.804,332.63,101655555.4,24/08/1987,2780.3
332.62,334.264,330.582,331.912,99488888.8,31/08/1987,2778.2
323.7225,325.7575,318.8775,320.4975,95513889,07/09/1987,2801.9
316.672,319.192,314.46,317.934,102222222.2,14/09/1987,2807.3
317.132,318.662,314.134,314.586,93422222.2,21/09/1987,2790.9
318.2,321.846,317.038,320.754,102011111.2,28/09/1987,2774.1
324.424,326.402,323.114,325.4,99844444.4,05/10/1987,2811.1
318.214,318.584,312.94,314.476,95644444.4,12/10/1987,2809.6
301.98,303.18,283.718,285.074,176255555.6,19/10/1987,2812.7
243.324,252.438,233.26,243.87,222700000,26/10/1987,2809.3
238.134,246.574,236.226,243.756,141900000.2,02/11/1987,2810.7
252.078,254.092,245.906,249.568,116142222.4,09/11/1987,2826.4
243.662,247.178,241.832,244.364,97522222.2,16/11/1987,2825
243.48,244.572,239.514,242.726,88442222.2,23/11/1987,2815.7
243.445,244.725,238.2875,240.2825,96468055.5,30/11/1987,2818.6
228.994,231.404,226.196,228.668,92708889,07/12/1987,2839.3
234.294,238.576,232.862,236.976,109673333.4,14/12/1987,2836.9
245.046,248.346,243.676,246.514,115397777.8,21/12/1987,2836.8
251.165,252.125,248.2075,250.1775,88302777.75,28/12/1987,2835.4
246.2875,249.56,245.2925,248.8675,85105555.75,04/01/1988,2864.7
255.578,258.294,250.666,253.896,101209999.8,11/01/1988,2868.9
247.35,250.05,244.34,248.208,88151111.2,18/01/1988,2861.9
246.694,249.254,243.94,246.752,101732222.2,25/01/1988,2844.3
252.292,254.838,250.922,252.87,100412222.2,01/02/1988,2844.6
253.196,254.18,250.484,252.01,102093333.6,08/02/1988,2861
253.3575,256.3175,252.8375,255.49,101149999.8,15/02/1988,2859.4
259.174,261.716,257.96,260.84,91430000.2,22/02/1988,2858.8
263.808,266.188,262.374,264.262,112510000,29/02/1988,2854.8
267.636,268.238,265.974,267.552,106368889,07/03/1988,2883.7
266.938,268.332,265.124,266.728,108638888.8,14/03/1988,2887
268.686,270.014,267.112,269.172,97028888.8,21/03/1988,2887.9
265.658,266.052,262.516,263.534,88918888.8,28/03/1988,2882.7
258.7725,260.135,256.955,258.28,87029166.75,04/04/1988,2920.7
263.142,266.394,262.838,265.95,90951111.2,11/04/1988,2937.7
266.45,267.104,262.452,264.336,102459999.8,18/04/1988,2934.2
257.98,261.162,257.06,258.624,87489999.8,25/04/1988,2915.8
262.826,263.624,261.562,262.646,76320000,02/05/1988,2903.6
260.234,261.156,258.494,259.226,87275555.6,09/05/1988,2912.5
255.616,257.266,254.338,256.054,83783333.4,16/05/1988,2913.1
254.218,255.032,251.308,252.632,81296666.6,23/05/1988,2907
253.1825,254.615,252.65,253.83,80012500.25,30/05/1988,2906.4
262.81,266.092,261.806,265.536,113085555.4,06/06/1988,2942.9
269.068,271.346,268.118,269.916,110546666.8,13/06/1988,2941.4
272.154,273.298,269.926,271.628,111070000,20/06/1988,2936.1
272.97,274.684,271.166,272.998,111403333.2,27/06/1988,2920.1
271.4725,273.28,270.075,272.1425,108013889,04/07/1988,2953
272.274,273.634,269.924,272.036,86321111,11/07/1988,2967.3
269.992,270.992,267.97,269.998,100990000,18/07/1988,2955.8
267.828,268.656,265.692,266.662,89953333.2,25/07/1988,2939.9
266.094,268.658,265.306,267.588,82547777.8,01/08/1988,2944.5
272.01,273.14,270.66,271.62,87743333.6,08/08/1988,2960.6
264.708,264.99,261.296,262.476,97797777.8,15/08/1988,2956.4
260.26,262.038,258.95,259.916,79636666.8,22/08/1988,2947.5
258.822,260.566,257.946,259.882,62611111.2,29/08/1988,2934.7
261.1775,263.35,259.5175,261.715,75434722.25,05/09/1988,2957.6
265.728,267.072,264.818,266.13,74182222.2,12/09/1988,2964
268.404,269.628,267.08,268.868,94200000,19/09/1988,2952.6
269.542,270.28,268.626,269.542,75756666.8,26/09/1988,2930.4
270.128,271.648,269.072,270.644,76516666.6,03/10/1988,2951
272.862,274.678,272.238,274.236,91945555.6,10/10/1988,2969.3
