Open,High,Low,Close,Volume,Date,WM2NS
276.152,277.132,274.372,275.808,81088888.8,17/10/1988,2971.2
279.862,282.082,278.238,281.034,100492222.2,24/10/1988,2951.9
280.366,281.122,278.566,279.708,91448889,31/10/1988,2952.9
278.498,278.98,276.812,277.512,82553333.4,07/11/1988,2983.5
272.798,273.652,270.754,271.562,78013333.4,14/11/1988,2985.3
266.34,267.176,264.406,265.89,73101111.2,21/11/1988,2982.7
267.405,268.8475,266.5175,268.02,60358333.5,28/11/1988,2979.8
272.122,273.496,270.716,272.768,75986666.8,05/12/1988,2998.3
276.85,278.334,276.274,277.172,76531111.2,12/12/1988,3001.1
275.744,276.81,274.612,276.22,84471111.2,19/12/1988,2998.4
277.6575,278.54,276.875,277.3975,75084722.25,26/12/1988,2991.7
277.7925,278.71,276.9275,277.7575,63419444.5,02/01/1989,3016.1
278.628,280.586,277.776,279.28,86305555.8,09/01/1989,3026.3
282.082,283.444,281.6,282.714,80230000,16/01/1989,3009.5
285.794,286.786,284.42,285.624,92352222.2,23/01/1989,2988.9
289.528,292.294,289.166,291.626,112020000,30/01/1989,2966
296.672,297.682,295.342,296.882,101897778,06/02/1989,2988.2
296.478,297.766,294.438,295.78,105331111,13/02/1989,2984.6
293.35,295.265,292.9525,294.405,89138888.75,20/02/1989,2981.6
292.566,293.048,289.828,290.778,84004444.4,27/02/1989,2973.7
288.986,291.202,288.364,290.382,89698889,06/03/1989,3003
293.914,295.116,293.068,294.016,85618888.6,13/03/1989,3000.8
295.852,297.038,293.214,294.772,99693333.2,20/03/1989,2998.3
290.18,291.48,289.1125,290.3425,77123611.25,27/03/1989,2991.4
292.38,294.174,292.126,293.544,87358888.8,03/04/1989,3013.9
296.076,296.926,295.144,296.222,83781111.2,10/04/1989,3036.6
298.47,300.214,297.796,299.392,83548888.8,17/04/1989,3035.9
306.138,308.222,305.126,307.532,100615555.4,24/04/1989,3017.1
308.324,309.338,307.124,308.404,88792222.2,01/05/1989,2998.8
308.158,309.134,306.854,307.532,90368888.8,08/05/1989,3000.1
307.556,310.116,307.1,309.588,94283333.2,15/05/1989,2998.9
317.626,319.412,317.012,318.79,107690000,22/05/1989,2991.9
319.6525,320.5775,318.335,319.555,92205555.5,29/05/1989,2988
321.728,323.592,320.102,321.818,103336666.6,05/06/1989,3023.5
325.332,326.65,324.064,326.174,104254444.4,12/06/1989,3029
323.058,323.642,320.812,322.212,98902222,19/06/1989,3024.4
322.788,324.628,321.822,323.73,95034444.4,26/06/1989,3008.3
323.7,324.536,320.416,322.228,81780000,03/07/1989,3039.5
321.5875,323.9275,320.925,323.5425,78675000,10/07/1989,3069.7
329.48,331.218,328.444,330.564,89044444.4,17/07/1989,3059.8
333.786,335.476,332.244,334.032,98202222.4,24/07/1989,3045.9
337.934,341.076,337.432,340.43,103164444.2,31/07/1989,3044.8
344.566,346.478,343.144,345.232,104784444.8,07/08/1989,3075.6
347.728,349.448,345.284,346.468,105384444.4,14/08/1989,3075.9
344.782,346.014,343.034,344.304,82111111.2,21/08/1989,3074
345.72,348.478,344.812,348.004,91577777.8,28/08/1989,3060.9
351.0075,352.435,349.6525,351.4175,87177778,04/09/1989,3081.2
350.528,350.988,347.92,349.314,83027778,11/09/1989,3099.9
346.008,347.414,344.296,345.822,93168889.2,18/09/1989,3090.3
346.5,347.704,345.394,346,75517777.6,25/09/1989,3068.1
346.282,348.48,345.71,347.61,84855555.4,02/10/1989,3089.2
355.65,357.752,355.374,357.44,90484444.6,09/10/1989,3114.4
352.992,354.992,345.806,349.602,126578889,16/10/1989,3117.6
343.982,346.164,341.034,344.408,98864444.4,23/10/1989,3105.3
340.804,341.37,336.406,338.852,96201111.2,30/10/1989,3098.8
338.546,340.218,336.234,338.054,83306666.8,06/11/1989,3133.3
336.244,338.514,335.286,337.636,83232222.2,13/11/1989,3137.6
340.056,341.222,338.254,340.014,80651111.2,20/11/1989,3137.3
341.21,343.1525,340.75,342.77,73515277.75,27/11/1989,3134.4
346.324,348.398,345.53,347.48,89311111.2,04/12/1989,3152.4
349.164,350.072,347.494,348.594,83834444.6,11/12/1989,3161.8
350.822,352.36,347.682,349.848,107257777.8,18/12/1989,3161
343.4525,345,342.255,344.375,91487500.25,25/12/1989,3161.4
348.435,350.27,348.1925,349.9225,67405555.75,01/01/1990,3181.9
355.944,357.79,352.93,356.022,92226666.6,08/01/1990,3195.7
347.844,348.48,343.46,344.478,90006666.8,15/01/1990,3182.7
338.5,340.316,334.416,337.174,96566666.8,22/01/1990,3163.6
328.828,330.538,324.28,327.79,100928889,29/01/1990,3141.9
327.394,329.786,325.822,328.724,91735555.6,05/02/1990,3169.4
332.38,333.986,329.826,332.014,84702222.2,12/02/1990,3172.4
332,333.915,330.6475,332.66,86733333.25,19/02/1990,3169.7
327.632,329.338,324.502,326.836,87583333.2,26/02/1990,3165.2
331.822,334.348,331.184,332.834,88817777.6,05/03/1990,3188.9
337.334,339.356,335.966,338.35,82591111,12/03/1990,3194.2
338.304,340.176,336.87,339.276,88858889,19/03/1990,3191.8
339.55,340.784,337.392,338.37,81380000,26/03/1990,3184.6
340.372,341.5,338.388,340.586,74422222.4,02/04/1990,3206.1
340.848,342.858,339.71,341.382,78941111,09/04/1990,3235.2
342.425,344.375,341.9725,343.2675,78108333.5,16/04/1990,3238.4
340.67,340.976,336.652,337.932,82051111.2,23/04/1990,3213.3
331.094,332.87,329.442,331.044,73950000,30/04/1990,3190.5
334.3,336.772,334.14,336.244,78833333.4,07/05/1990,3195.1
344.246,348.162,343.922,347.088,101595555.6,14/05/1990,3191.1
354.426,356.08,353.018,355.078,91012222.2,21/05/1990,3184.6
358.5325,359.44,356.3175,357.6775,90426389,28/05/1990,3173.8
360.102,363.224,359.684,362.66,96224444.6,04/06/1990,3207.7
364.364,365.292,361.378,363.018,87362222.4,11/06/1990,3218.1
363.716,365.062,360.978,362.768,87820000,18/06/1990,3216.2
358.078,359.86,355.606,357.156,79621110.8,25/06/1990,3194.2
355.04,357.656,354.616,356.478,77763333.4,02/07/1990,3217.3
358.4525,359.99,356.7625,358.445,67984722.25,09/07/1990,3238.3
362,365.178,361.246,363.884,98673333.4,16/07/1990,3233.2
365.524,366.098,360.18,362.796,99375555.6,23/07/1990,3214.1
355.506,356.514,352.7,355.556,88447777.8,30/07/1990,3208.8
352.712,353.35,345.786,348.488,127001111.2,06/08/1990,3238
336.58,339.436,334.17,337.496,93994444.4,13/08/1990,3245.7
335.696,337.04,332.132,333.636,83118889,20/08/1990,3242.6
317.106,320.794,311.924,315.684,108867777.8,27/08/1990,3228.1
321.42,323.7925,318.8825,321.7,66565277.75,03/09/1990,3245.5
322.784,324.542,319.898,322.594,64744444.6,10/09/1990,3266
320.132,320.788,317.438,319.366,67832222.2,17/09/1990,3255.2
315.16,315.654,310.526,312.518,88764444.4,24/09/1990,3230.4
305.17,309.002,301.692,307.056,99713333.2,01/10/1990,3242.6
313.148,315.834,310.298,312.856,80234444.2,08/10/1990,3267.4
302.884,305.562,298.088,300.842,94197777.6,15/10/1990,3265.2
303.824,307.978,302.174,306.132,98785555.4,22/10/1990,3247.1
310.926,311.972,307.58,308.344,77913333.4,29/10/1990,3236.5
305.76,308.776,304.334,308.304,87221111,05/11/1990,3262.5
310.714,313.94,308.718,311.692,83767777.8,12/11/1990,3268.2
318.342,319.954,316.552,318.31,88590000,19/11/1990,3268.4
316.44,317.325,313.5675,315.7375,68988888.75,26/11/1990,3261.3
318.244,320.904,317.22,319.758,89261111,03/12/1990,3264
327.45,329.806,325.708,328.396,105735555.4,10/12/1990,3284.8
328.324,329.196,326.096,327.762,84364444.4,17/12/1990,3284.8
329.624,331.236,328.272,330.404,91348889,24/12/1990,3283.1
329.435,330.42,328.215,329.52,56498611.25,31/12/1990,3291.6
324.885,325.15,320.665,321.2,74883333.25,07/01/1991,3309.9
314.322,316.588,311.834,313.728,78097777.8,14/01/1991,3300.5
320.526,324.62,319.396,324.232,102966666.8,21/01/1991,3287.4
332.082,334.492,331.192,333.08,100494444.4,28/01/1991,3266.9
339.942,342.896,338.754,342.414,120496666.6,04/02/1991,3287.9
354.71,360.254,353.532,358.756,145875555.8,11/02/1991,3300.8
366.8325,369.945,364.285,366.95,128520833,18/02/1991,3296.1
366.838,369.484,365.064,366.482,107658889,25/02/1991,3290
367.068,369.602,364.75,367.484,113325555.6,04/03/1991,3313.9
374.612,377.766,373.376,375.342,120166666.8,11/03/1991,3327.7
372.934,375.19,370.202,372.76,109473333.4,18/03/1991,3327
368.14,370.3,366.378,367.68,98724444.4,25/03/1991,3320
374.17,376.65,372.1925,374.5425,96570833.5,01/04/1991,3339.8
376.974,380.564,375.136,378.446,103040000,08/04/1991,3367.9
376.684,379.354,374.628,377.186,99428889,15/04/1991,3371
386.382,388.5,383.826,386.336,115416666.6,22/04/1991,3347.4
380.772,382.106,377.704,379.29,89554444.4,29/04/1991,3313.8
378.12,380.448,376.956,379.406,95831111.2,06/05/1991,3333.3
378.984,380.932,376.452,378.316,88148889,13/05/1991,3335.1
372.042,373.434,369.184,371.41,93242222,20/05/1991,3332.1
374.6975,377.3275,373.8,375.9975,88006944.5,27/05/1991,3318.2
383.798,386.718,382.594,385.916,110141110.8,03/06/1991,3340.7
384.792,385.104,381.886,382.892,92506666.8,10/06/1991,3364.4
379.24,381.038,377.374,379.55,86175555.6,17/06/1991,3359.4
377.39,378.436,374.456,375.558,89652222,24/06/1991,3330.5
371.752,374.414,369.73,373.144,93023333.2,01/07/1991,3346.1
375.705,377.2125,372.9475,375.705,70293055.5,08/07/1991,3374.8
377.406,380.204,376.422,378.292,91617777.6,15/07/1991,3366
382.932,384.31,381.72,383.038,102125555.6,22/07/1991,3347.1
380.566,382.272,379.218,380.62,80938889,29/07/1991,3332.4
386.388,387.882,385.27,386.772,88529999.8,05/08/1991,3357.9
388.534,390.45,387.048,389.128,88861111.2,12/08/1991,3359.8
388.492,390.376,384.738,386.18,103501111.2,19/08/1991,3352.5
386.422,390.53,385.934,389.874,101053333.4,26/08/1991,3339.1
395.0075,395.95,393.39,395.4,85020833.25,02/09/1991,3343.9
391.16,392.252,388.902,389.786,83906666.4,09/09/1991,3370.4
385.794,387.062,383.616,385.272,88222222.2,16/09/1991,3360.9
386.734,388.172,385.554,386.768,102350000,23/09/1991,3332.5
386.582,388.43,384.988,386.968,87853333.4,30/09/1991,3325.4
386.196,386.856,384.052,384.536,90748888.8,07/10/1991,3363
379.774,382.056,378.598,381.188,89671111,14/10/1991,3363.3
390.936,392.778,389.428,391.65,111464444.2,21/10/1991,3356
387.012,388.85,384.908,386.912,98614444.4,28/10/1991,3337.8
391.542,392.832,389.4,391.698,103258889,04/11/1991,3361.2
391.116,393.172,390.096,391.682,95243333.4,11/11/1991,3375.1
393.408,395.066,389.06,391.832,118305555.6,18/11/1991,3375.3
379.876,380.998,375.734,377.898,110653333.6,25/11/1991,3359.5
376.24,378.5875,373.405,377.7825,89829166.5,02/12/1991,3377.4
379.782,381.374,377.53,379.156,101717777.8,09/12/1991,3393.6
379.978,382.298,379.008,381.216,106761111.2,16/12/1991,3395.4
384.046,387.54,382.72,386.52,125343333.2,23/12/1991,3380.5
401.87,407.1075,401.8025,406.4425,99363889,30/12/1991,3376
417.1875,418.705,414.2125,417.9125,129184722.3,06/01/1992,3398.6
417.216,418.334,414.584,416.51,141364444.4,13/01/1992,3396.6
418.524,420.156,416.056,418.928,153915555.6,20/01/1992,3383.5
415.508,417.682,413.388,415.24,120674444.2,27/01/1992,3364.7
412.144,413.798,409.812,411.046,116103333.4,03/02/1992,3375.6
412.448,414.726,410.7,413.274,128188888.8,10/02/1992,3396.2
414.59,416.0175,412.2175,414.265,122531944.5,17/02/1992,3393.7
410.696,412.614,408.24,410.648,130790000,24/02/1992,3383.3
412.928,414.684,411.058,412.962,116628889,02/03/1992,3390.7
409.12,409.906,406.906,407.668,106595555.6,09/03/1992,3415.9
405.178,406.798,403.452,405.408,100387777.8,16/03/1992,3413.7
409.242,410.744,408.228,409.948,108837777.8,23/03/1992,3395.9
407.534,408.58,405.62,406.152,95678889,30/03/1992,3393
402.576,404.372,400.396,403.112,102510000,06/04/1992,3434.1
400.602,403.208,397.874,400.714,114287777.8,13/04/1992,3443.2
412.7,415.6175,409.95,413.7225,123062500.3,20/04/1992,3430.3
410.172,411.214,408.134,409.828,115708888.8,27/04/1992,3385.9
411.414,414,409.974,413.104,107946666.8,04/05/1992,3392.8
416.492,417.89,415.602,416.804,99325555.6,11/05/1992,3397.9
414.9,415.744,412.47,413.756,100221111,18/05/1992,3391.9
414.3,415.8925,412.95,414.595,99566666.75,25/05/1992,3370.3
413.938,415.826,412.178,414.594,106672222,01/06/1992,3383.8
414.428,415.324,412.502,413.638,109229999.8,08/06/1992,3409
409.91,411.25,407.886,409.282,105848889,15/06/1992,3406.1
405.096,406.056,402.338,403.722,116732222,22/06/1992,3376.7
403.574,405.634,402.816,404.678,99688888.8,29/06/1992,3361.7
410.4475,413.015,409.145,411.6575,113458333.3,06/07/1992,3407.1
412.422,414.408,410.662,412.632,105411111,13/07/1992,3407.3
416.548,417.318,413.818,416.338,107434444.4,20/07/1992,3392.1
412.418,413.096,410.812,411.982,96444444.2,27/07/1992,3373
419.876,422.88,419.188,422.594,113855555.6,03/08/1992,3389.7
422.218,422.944,420.166,421.088,94863333.4,10/08/1992,3408.7
418.75,420.328,417.308,419.012,95100000,17/08/1992,3403.7
418.668,419.404,415.71,416.672,101414444.6,24/08/1992,3384.4
412.86,414.264,411.896,413.504,96328888.8,31/08/1992,3386.3
416.515,418.32,415.7275,417.2775,96811111.25,07/09/1992,3416.3
417.492,419.998,416.772,419.12,110414444.4,14/09/1992,3419.6
421.534,422.984,419.606,420.938,113662222,21/09/1992,3396.1
417.912,418.856,415.26,416.804,106100000,28/09/1992,3376.3
415.594,416.29,410.944,413.786,114953333.2,05/10/1992,3413.8
405.888,408.078,403.624,405.856,99832222.2,12/10/1992,3428.2
409.482,411.98,408.14,410.996,114912222.2,19/10/1992,3423.1
415.034,417.068,413.904,415.662,120092222.2,26/10/1992,3403.5
419.268,420.874,418.204,420.182,113044444.2,02/11/1992,3421.8
419.134,420.152,416.916,418.308,113904444.4,09/11/1992,3444.5
420.948,422.098,419.894,421.36,117721111,16/11/1992,3444.1
422.604,424.34,421.722,423.5,119494444.4,23/11/1992,3417.5
428.0275,430.545,427.735,429.5725,109084722.3,30/11/1992,3426.5
430.82,432.306,429.682,431.59,132974444.4,07/12/1992,3450.6
435.266,435.908,433.496,434.77,117397777.6,14/12/1992,3448.5
434.728,437.174,433.874,436.3,148391111.2,21/12/1992,3435.4
439.9475,440.5825,438.3925,439.565,100525000,28/12/1992,3430.5
437.9125,439.7325,436.2275,436.9725,106209722,04/01/1993,3455.2
432.802,433.56,430.344,431.918,146784444.4,11/01/1993,3456.1
433.612,435.482,432.604,434.8,141284444.6,18/01/1993,3431
435.39,437.604,434.408,436.022,154634444.6,25/01/1993,3394.8
439.116,440.658,437.87,439.604,148208889,01/02/1993,3385.9
446.156,447.936,445.034,447.218,170691111,08/02/1993,3407
446.81,447.8675,444.8875,445.95,134211111,15/02/1993,3405.7
435.58,437.408,431.57,433.714,174278888.8,22/02/1993,3395.9
439.304,441.6,437.816,440.68,151698888.8,01/03/1993,3396.7
446.524,450.346,445.44,449.064,145568888.8,08/03/1993,3422.7
453.79,454.75,451.26,453.142,139410000,15/03/1993,3418.1
450.644,451.92,448.67,450.126,141568889,22/03/1993,3403.3
448.87,451.47,447.554,449.252,131686666.6,29/03/1993,3396.3
449.226,450.456,446.428,447.524,151591111.2,05/04/1993,3438.6
442,444.5625,440.46,443.525,158019444.5,12/04/1993,3456.1
448.716,449.608,447.118,448.536,150377777.8,19/04/1993,3438.7
442.524,443.36,438.694,439.752,162083333.4,26/04/1993,3399
437.726,440.132,436.51,439.514,141590000.2,03/05/1993,3412.1
443.356,445.042,442.57,443.388,139684444.6,10/05/1993,3434.4
442.13,442.936,439.91,441.664,138730000,17/05/1993,3431.5
444.942,447.748,442.464,446.464,152554444.2,24/05/1993,3408.1
450.675,452.3775,448.8325,451.2225,139576389,31/05/1993,3425.4
452.08,453.438,450.054,451.584,141575555.6,07/06/1993,3462.1
446.156,447.618,445.134,446.168,132162222.2,14/06/1993,3459.7
446.73,447.9,444.812,446.428,140618888.8,21/06/1993,3432
445.894,448,444.97,447.038,139751111,28/06/1993,3408.4
450.535,450.885,448.4325,449.02,148641666.8,05/07/1993,3450.7
445.374,447.438,444.022,445.998,134267777.6,12/07/1993,3462.6
448.398,449.56,446.78,447.834,143492222.4,19/07/1993,3444.4
446.418,447.792,444.97,447.038,138932222.2,26/07/1993,3418.6
448.552,449.838,447.11,448.79,141765555.4,02/08/1993,3434.2
448.956,450.106,447.728,449.068,133218889,09/08/1993,3458.9
450,451.4,449.09,450.278,138932222.2,16/08/1993,3453.2
454.846,456.05,453.852,455.398,150765555.8,23/08/1993,3429.1
459.322,461.662,458.526,460.676,135193333.4,30/08/1993,3419.7
462.47,463.2375,461.01,462.3375,132624999.8,06/09/1993,3458.3
459.14,460.79,457.154,459.29,142843333.2,13/09/1993,3467.2
460.328,460.954,457.11,458.962,155028888.8,20/09/1993,3443
455.922,458.356,454.676,457.264,151978889,27/09/1993,3412.4
460.752,461.618,459.414,460.638,143138888.8,04/10/1993,3449.1
460.556,461.948,459.1,460.462,139278888.8,11/10/1993,3466.5
464.008,466.484,463.578,465.478,178124444.4,18/10/1993,3460.9
465.862,466.892,463.808,465.022,162380000.2,25/10/1993,3430.5
465.714,467,465.046,466.714,154686666.6,01/11/1993,3448.6
463.524,464.408,459.51,461.746,171283333.2,08/11/1993,3479.2
462.472,464.814,461.584,463.166,157877777.6,15/11/1993,3485.9
464.302,465.012,460.908,463.38,168612222.4,22/11/1993,3466.3
461.395,463.2825,460.9225,462.0875,118605555.8,29/11/1993,3466.1
462.748,464.618,462.12,463.622,155292222.4,06/12/1993,3498.5
465.342,466.124,464.02,465.372,154435555.6,13/12/1993,3501.9
464.074,465.414,463.006,464.094,167898889,20/12/1993,3492.4
466.405,468.205,465.94,467.635,131145833.3,27/12/1993,3485.9
469.448,470.122,467.64,468.41,122791111,03/01/1994,3502.8
467.374,469.848,466.792,469.346,192999999.8,10/01/1994,3512.7
474.196,474.948,472.51,473.796,159227778,17/01/1994,3496.9
474.31,475.13,472.826,474.044,174878888.8,24/01/1994,3459.2
474.368,477.224,473.988,476.296,179254444.6,31/01/1994,3437.4
478.734,479.788,474.862,476.78,188496666.6,07/02/1994,3469.1
470.946,472.398,469.08,470.632,161670000.2,14/02/1994,3467.3
471.46,473.445,469.17,470.835,171594444.5,21/02/1994,3454
468.044,470.07,466.342,467.924,162902222,28/02/1994,3448.3
464.834,466.272,461.832,464.782,172756666.8,07/03/1994,3485.2
466.048,467.342,463.9,466.134,171258889.2,14/03/1994,3487.7
469.16,470.408,467.04,469.386,180548888.8,21/03/1994,3476.1
466.158,467.166,463.098,464.454,156052222.2,28/03/1994,3458.9
450.9225,451.4075,442.5,445.68,200534722.3,04/04/1994,3507.2
446.71,450.05,444.622,448.838,162726666.8,11/04/1994,3529.6
447.274,448.528,444.162,445.77,154685555.6,18/04/1994,3516.9
444.682,448.328,442.986,446.714,180735555.4,25/04/1994,3474.9
451.1325,452.485,448.8975,451.225,167141667,02/05/1994,3469.4
451.402,451.82,447.716,449.254,150520000,09/05/1994,3489.7
443.534,445.642,441.896,443.976,148288889,16/05/1994,3483.7
451.794,454.42,450.316,453.532,166358888.8,23/05/1994,3462.4
455.3525,457.0525,453.9675,456.385,135643055.5,30/05/1994,3459
457.844,459.426,456.306,458.158,144312222.4,06/06/1994,3497.1
458.136,459.182,456.696,458.18,134407777.8,13/06/1994,3494.4
460.494,461.658,458.35,459.768,157516666.8,20/06/1994,3473.5
450.476,452.188,446.524,448.834,146406666.6,27/06/1994,3450.5
446.3275,448.34,444.09,446.0425,142306944.5,04/07/1994,3489
447.316,448.706,445.454,447.698,127874444.4,11/07/1994,3512
450.494,452.518,449.482,451.894,149304444.6,18/07/1994,3496.2
453.284,454.206,452.128,453.086,142951111,25/07/1994,3471.5
454.542,456.58,453.754,455.888,139786666.6,01/08/1994,3479.9
459.706,460.472,458.14,459.078,146186666.6,08/08/1994,3499.4
459.406,461.132,458.322,460.054,142980000.2,15/08/1994,3493.4
463.658,464.838,462.006,463.87,157302222.4,22/08/1994,3476.8
467.588,471.508,467.302,470.002,163686666.8,29/08/1994,3458
474.8375,476.145,472.6,473.93,159465277.8,05/09/1994,3489.8
471.026,471.856,468.68,470.076,147005555.4,12/09/1994,3499.4
469.728,472.078,468.524,470.632,173403333.2,19/09/1994,3479.8
463.324,464.214,460.222,461.316,172853333.4,26/09/1994,3448.5
462.544,464.35,461.136,462.716,164851111,03/10/1994,3466.2
455.474,457.3,452.536,454.922,161694444.6,10/10/1994,3494.3
465.454,468.75,464.732,467.422,161472222,17/10/1994,3492.5
467.732,468.81,464.504,466.102,167369999.8,24/10/1994,3462.9
464.932,468.018,464.046,467.224,184526666.8,31/10/1994,3461.2
467.488,468.932,464.786,465.638,163006666.8,07/11/1994,3493.7
464.148,467.148,462.812,464.762,154525555.8,14/11/1994,3498
464.42,465.568,461.3,462.798,178486666.6,21/11/1994,3491.4
452.54,453.925,448.81,451.6175,166916666.8,28/11/1994,3484.9
453.034,454.912,450.688,452.88,157158888.8,05/12/1994,3510.1
450.006,451.112,446.69,449.244,174097777.6,12/12/1994,3513.5
453.734,456.454,453.194,455.434,194290000,19/12/1994,3505.5
458.66,460.67,458.065,459.055,172573611.3,26/12/1994,3498.4
461.1025,462.2875,459.6125,460.9425,133937500,02/01/1995,3508.3
460.024,461.11,458.744,460.334,164207777.8,09/01/1995,3528.1
462.366,465.39,461.558,464.066,184927777.8,16/01/1995,3513.7
468.176,468.704,465.55,467.462,186380000.2,23/01/1995,3481.7
467.564,469.378,466.516,468.104,180092222.2,30/01/1995,3455.3
472.15,475.686,471.712,474.68,210630000,06/02/1995,3485.2
480.958,482.148,480.12,481.06,167836666.6,13/02/1995,3480.4
483.4775,484.73,481.92,483.57,192738889,20/02/1995,3469.9
484.968,487.028,483.668,485.324,181172222,27/02/1995,3463.2
485.48,486.42,483.294,485.844,182173333.2,06/03/1995,3492.8
484.724,487.02,483.166,485.608,186985555.4,13/03/1995,3499.4
493.152,495.12,492.576,494.368,190165555.6,20/03/1995,3492.8
496.786,499.16,495.78,498.172,183711111,27/03/1995,3479.8
502.584,504.17,499.938,502.36,190969999.8,03/04/1995,3504.1
505.036,506.426,503.644,506.064,171327777.8,10/04/1995,3543.8
507.3125,509.47,505.74,507.015,176951389,17/04/1995,3544.1
506.168,508.31,504.364,507.392,202301111.2,24/04/1995,3508.9
513.178,514.218,511.548,513.456,185635555.6,01/05/1995,3490.5
518.096,521.724,516.95,519.992,196012222.2,08/05/1995,3510.3
524.39,526.014,522.864,525.116,195603333.4,15/05/1995,3508.8
524.316,525.66,521.534,523.536,189513333.2,22/05/1995,3503
527.3,529.5325,524.155,527.36,192708333.3,29/05/1995,3500.3
529.35,533.568,527.124,531.716,187848888.8,05/06/1995,3549.4
532.914,534.218,530.478,531.97,175072222.2,12/06/1995,3560.4
536.15,539.396,535.444,538.938,196762222.2,19/06/1995,3547.7
546.992,548.66,544.72,546.774,202217777.8,26/06/1995,3521.7
543.978,546.714,542.328,544.574,161960000,03/07/1995,3553.5
551.155,554.755,550.4225,553.7025,229804166.8,10/07/1995,3587.6
558.856,560.938,556.6,559.856,201788889,17/07/1995,3574.1
555.414,557.51,550.6,554.646,221398889,24/07/1995,3555.8
561.498,563.95,560.18,562.584,191864444.2,31/07/1995,3560.1
559.638,561.468,557.098,559.232,183493333.4,07/08/1995,3596.8
558.538,560.398,556.292,558.48,160990000.2,14/08/1995,3593
559.306,560.902,557.248,558.98,188709999.8,21/08/1995,3585.5
558.466,560.336,556.72,558.654,156203333.4,28/08/1995,3568.2
560.505,562.1275,559.175,561.66,166497222.3,04/09/1995,3597.3
569.234,571.734,568.804,571.244,182078888.8,11/09/1995,3617.9
579.23,581.732,577.7,581.002,210806666.6,18/09/1995,3600.8
583.696,584.588,580.718,583.502,198025555.4,25/09/1995,3569.6
582.908,584.924,580.112,582.89,198098889,02/10/1995,3581.6
582.13,582.868,579.284,581.46,186866666.8,09/10/1995,3618.6
580.59,582.652,578.764,581.522,196993333.2,16/10/1995,3616.9
587.072,589.066,585.004,587.478,210486666.6,23/10/1995,3591.6
582.098,584.126,578.32,581.736,223535555.6,30/10/1995,3582.9
585.852,588.376,584.744,586.894,201127777.6,06/11/1995,3623.9
590.494,592.21,588.484,591.262,188861111.2,13/11/1995,3625.5
594.592,596.944,592.866,595.502,213794444.4,20/11/1995,3623.9
598.865,601.145,598.0475,599.9825,180319444.5,27/11/1995,3618
605.552,608.948,604.414,608.024,227331111.2,04/12/1995,3638.8
617.038,619.7,615.3,618.206,211596666.8,11/12/1995,3655.1
618.65,619.702,614.534,616.108,254835555.8,18/12/1995,3650
608.7925,612.5575,606.8425,610.0775,225190278,25/12/1995,3648.7
613.7275,615.415,612.6175,614.72,149929166.8,01/01/1996,3661.5
618.478,620.928,615.04,618.984,212575555.6,08/01/1996,3682.6
606.178,607.908,599.794,602.45,223623333.4,15/01/1996,3680
606.94,610.602,605.116,609.656,247789999.8,22/01/1996,3640.9
616.96,619.886,615.348,619.124,232843333.6,29/01/1996,3608.3
632.938,637.124,631.248,636.38,243974444.4,05/02/1996,3642
650.026,655.434,648.636,654.03,253241111.2,12/02/1996,3647.3
657.215,658.505,652.605,653.8475,239475000,19/02/1996,3647.5
650.934,655.584,645.99,651.43,239451111.2,26/02/1996,3642.4
645.45,649.976,641.248,645.52,246783333.2,04/03/1996,3683.3
649.15,652.096,641.5,646.992,255084444.4,11/03/1996,3694.1
639.592,644.046,636.468,642.118,258634444.4,18/03/1996,3699.2
650.826,653.686,648.296,650.304,209038889,25/03/1996,3679.7
649.272,652.532,646.5,650.01,220305555.4,01/04/1996,3702.9
655.1825,655.925,649.3875,652.81,220620833.3,08/04/1996,3748.3
637.564,640.8,632.926,637.214,242365555.6,15/04/1996,3753.2
643.556,646.692,642.06,644.636,240524444.4,22/04/1996,3716.7
651.194,654.056,649.314,652.448,239510000,29/04/1996,3666.2
649.584,651.74,644.372,646.914,227866666.8,06/05/1996,3698.7
644.274,649.86,641.548,648.414,237010000.2,13/05/1996,3697.8
665.258,669.478,664.25,667.586,234937777.8,20/05/1996,3688.9
675.0825,678.7,673.235,676.4225,221427777.8,27/05/1996,3671.5
671.898,673.96,666.872,669.732,193376666.8,03/06/1996,3711.6
673.004,675.658,669.084,673.9,224058889,10/06/1996,3737.6
669.188,671.52,666.528,667.788,209915555.6,17/06/1996,3734.9
663.624,666.97,662.048,664.362,228015555.6,24/06/1996,3696.4
668.18,671.32,666.34,669.586,222245555.4,01/07/1996,3715.4
669.8325,669.8925,662.825,663.9975,176845833.5,08/07/1996,3754.2
651.042,652.552,642.07,646.494,239750000,15/07/1996,3742.4
634.896,639.056,626.684,635.7,267404444.4,22/07/1996,3726
630.74,634.5,626.16,630.3,213531111.2,29/07/1996,3712.4
643.726,650.518,642.3,649.59,214786666.6,05/08/1996,3751.8
662.292,664.534,659.474,663.4,190627777.8,12/08/1996,3751.8
663.102,665.166,661.1,663.264,184623333.2,19/08/1996,3744.2
667.01,668.214,663.896,666.47,180907777.8,26/08/1996,3723.5
663.1225,664.0825,658.44,660.15,164786111,02/09/1996,3734.3
653.488,657.708,650.182,655.842,190966666.6,09/09/1996,3776.3
669.308,674.848,668.46,673.352,229677777.8,16/09/1996,3760
683.684,685.548,680.556,684.184,229134444.4,23/09/1996,3720.2
