Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
1990-08-19,335.39,341.92,324.63,327.83,411811111
1990-08-26,327.83,329.9,306.18,311.51,527383334
1990-09-02,311.55,325.83,311.55,322.56,355233333
1990-09-09,322.56,324.52,319.11,323.4,257205556
1990-09-16,323.42,326.53,314.76,316.83,344233334
1990-09-23,316.83,319.35,307.98,311.32,414116666
1990-09-30,311.3,311.3,295.98,306.05,477377777
1990-10-07,306.1,319.69,305.76,311.5,458249999
1990-10-14,311.5,315.03,294.51,300.03,434594443
1990-10-21,300.03,312.48,296.41,312.48,500777777
1990-10-28,312.48,315.83,304.71,304.71,399938890
1990-11-04,304.74,311.94,299.44,311.85,428588888
1990-11-11,311.85,314.76,305.03,313.74,411127778
1990-11-18,313.74,321.7,313.73,317.12,454305555
1990-11-25,317.15,319.39,312.42,315.1,281183333
1990-12-02,315.08,323.02,311.48,322.22,421050000
1990-12-09,322.23,333.98,321.97,327.75,549983332
1990-12-16,327.75,330.58,325.16,326.82,432983333
1990-12-23,326.82,332.47,324.46,331.75,490833334
1990-12-30,331.74,331.74,327.24,328.72,194366667
1991-01-06,328.71,330.75,318.87,321,290377778
1991-01-13,320.97,320.97,310.93,315.23,395922222
1991-01-20,315.23,332.23,309.35,332.23,506244445
1991-01-27,332.23,336.92,327.83,336.07,499705556
1991-02-03,336.06,344.9,334.26,343.05,541661110
1991-02-10,343.05,363.43,342.96,359.35,721266668
1991-02-17,359.36,370.54,359.32,369.06,661499999
1991-02-24,369.06,370.96,364.23,365.65,430616667
1991-03-03,365.65,370.47,362.19,370.47,563288889
1991-03-10,370.47,379.66,369.07,374.95,622072223
1991-03-17,374.94,378.28,369.55,373.59,546533334
1991-03-24,373.59,374.09,365.58,367.48,498722222
1991-03-31,367.48,378.48,367.46,375.22,391788889
1991-04-07,375.22,381.88,370.27,375.36,518216667
1991-04-14,375.35,381.07,371.21,380.4,484244445
1991-04-21,380.4,391.26,378.78,384.2,575633333
1991-04-28,384.19,384.19,376.77,379.02,455855555
1991-05-05,379.01,382.14,373.01,380.8,490683334
1991-05-12,380.78,383.91,375.61,375.74,440461112
1991-05-19,375.74,377.02,365.83,372.39,477383332
1991-05-26,372.39,378.08,371.26,377.49,412866667
1991-06-02,377.49,389.85,377.12,389.83,454044443
1991-06-09,389.81,389.81,378.76,379.43,488238889
1991-06-16,379.43,382.3,374.46,382.29,427261112
1991-06-23,382.3,382.31,373.87,377.75,446199999
1991-06-30,377.74,377.74,367.98,371.16,448705555
1991-07-07,371.18,377.93,371.18,374.08,297366666
1991-07-14,374.09,381.41,370.92,380.25,445077777
1991-07-21,380.28,385.83,380.24,384.22,517683333
1991-07-28,384.21,384.86,378.15,380.93,411944445
1991-08-04,380.93,389.56,380.45,387.18,447066666
1991-08-11,387.17,391.8,384.29,387.12,434644445
1991-08-18,387.11,392.12,383.16,385.58,470333334
1991-08-25,385.58,395.34,374.09,394.17,560700000
1991-09-01,394.17,396.82,391.77,395.43,412622222
1991-09-08,395.43,397.62,387.36,389.1,355588888
1991-09-15,389.11,389.34,382.85,383.59,409188888
1991-09-22,383.59,389.42,382.77,387.92,526538889
1991-09-29,387.9,389.09,384.46,385.9,438800001
1991-10-06,385.91,390.03,381.24,381.25,452827777
1991-10-13,381.22,381.46,376.11,381.45,458527777
1991-10-20,381.45,393.81,381.45,392.5,543977777
1991-10-27,392.49,392.49,382.97,384.2,488911111
1991-11-03,384.2,395.1,384.2,391.32,519611111
1991-11-10,391.29,396.43,387.58,392.89,491072223
1991-11-17,392.9,398.22,382.62,382.62,528738889
1991-11-24,382.62,385.4,374.52,376.14,589972223
1991-12-01,376.14,378.29,371.63,375.22,352350000
1991-12-08,375.11,382.39,371.36,379.1,516172222
1991-12-15,379.09,385.04,374.78,384.47,534738889
1991-12-22,384.48,388.24,380.64,387.04,595705555
1991-12-29,387.05,406.58,386.96,406.46,388177779
1992-01-05,406.49,419.79,406.49,419.34,513622222
1992-01-12,419.31,420.5,413.31,415.1,735122222
1992-01-19,415.05,421.18,413.54,418.86,780338889
1992-01-26,418.86,419.78,411.32,415.48,597777777
1992-02-02,415.44,417.83,408.64,408.78,583672222
1992-02-09,408.79,416.17,407.45,411.09,641433333
1992-02-16,411.07,418.08,411.07,412.48,592577778
1992-02-23,412.48,414.26,406.34,411.43,555316667
1992-03-01,411.46,416.07,408.02,412.7,581566667
1992-03-08,412.68,413.78,403.65,404.44,543938889
1992-03-15,404.45,409.16,401.94,405.84,504550000
1992-03-22,405.85,411.3,403.55,411.3,543577778
1992-03-29,411.29,411.43,402.87,403.5,491205556
1992-04-05,403.5,405.21,398.21,401.55,487038889
1992-04-12,401.54,405.93,392.41,404.29,591866667
1992-04-19,404.28,416.28,403.9,416.04,465116667
1992-04-26,416.05,416.05,406.86,409.02,589144444
1992-05-03,409.03,415.21,406.33,412.53,538822223
1992-05-10,412.54,418.53,412.54,416.05,507077778
1992-05-17,416.05,418.75,409.85,410.09,503522222
1992-05-24,410.13,416.83,410.13,414.02,482366667
1992-05-31,414.02,418.36,410.23,415.35,432916666
1992-06-07,415.35,417.3,410.97,413.48,557016665
1992-06-14,413.48,413.95,406.11,409.76,527666667
1992-06-21,409.76,411.68,400.51,403.67,580722222
1992-06-28,403.64,405.53,399.92,403.45,494344444
1992-07-05,403.47,415.71,403.47,411.77,448183333
1992-07-12,411.77,415.88,407.2,414.62,548194443
1992-07-19,414.62,417.93,412.96,415.62,527788889
1992-07-26,415.62,415.62,409.81,411.6,482811110
1992-08-02,411.6,424.8,411.27,424.21,569411111
1992-08-09,424.19,425.14,418.51,418.88,486527778
1992-08-16,418.87,420.4,416.4,419.91,469750000
1992-08-23,419.89,421.89,413.58,414.85,499927779
1992-08-30,414.8,415.83,408.3,414.84,483983333
1992-09-06,414.87,420.31,413.35,417.08,476955556
1992-09-13,417.08,420.58,414.3,419.58,412661111
1992-09-20,419.65,425.27,417.77,422.93,622199999
1992-09-27,422.9,422.9,412.71,414.35,527822222
1992-10-04,414.35,418.67,410.45,410.47,503772222
1992-10-11,410.47,410.47,396.8,402.66,587983333
1992-10-18,402.66,411.73,402.66,411.73,521516666
1992-10-25,411.73,417.98,410.66,414.1,619400000
1992-11-01,414.09,421.16,413.71,418.68,556766666
1992-11-08,418.66,422.81,415.58,417.58,572699999
1992-11-15,417.58,423.1,416.79,422.43,601916667
1992-11-22,422.44,426.98,418.31,426.65,586955555
1992-11-29,426.65,431.93,424.83,430.16,415438889
1992-12-06,430.19,432.89,428.61,432.06,671788889
1992-12-13,432.06,436.99,432.06,433.73,604022221
1992-12-20,433.73,441.29,430.88,441.28,721044445
1992-12-27,441.26,441.64,438.25,439.77,446938889
1993-01-03,439.77,442.65,435.71,435.71,393038888
1993-01-10,435.7,437.32,426.88,429.05,725066666
1993-01-17,429.04,439.49,428.19,437.15,718155556
1993-01-24,437.13,437.81,432.48,436.11,721666668
1993-01-31,436.11,442.66,436.11,438.78,768916667
1993-02-07,438.78,449.86,438.78,448.93,850772222
1993-02-14,448.94,450.04,444.24,444.58,672066666
1993-02-21,444.53,444.53,428.25,434.22,698300000
1993-02-28,434.21,443.77,432.41,443.38,802444444
1993-03-07,443.38,450,441.07,446.11,704049999
1993-03-14,446.12,456.76,446.12,449.83,741138889
1993-03-21,449.83,453.32,447.99,450.18,687144445
1993-03-28,450.17,452.09,446.08,447.78,676888889
1993-04-04,447.76,454.88,440.71,441.39,704561111
1993-04-11,441.42,443.77,439.48,441.84,652294445
1993-04-18,441.84,450.4,441.84,448.94,760211111
1993-04-25,448.94,449.14,436.82,437.03,789000000
1993-05-02,437.03,442.29,432.3,440.19,740333335
1993-05-09,440.19,446.09,438.25,442.31,692527778
1993-05-16,442.34,445.42,438.1,439.56,698094445
1993-05-23,439.56,450.59,436.86,445.84,779211110
1993-05-30,445.84,454.55,445.26,450.19,668300000
1993-06-06,450.23,455.63,448.92,450.06,576255556
1993-06-13,450.07,450.75,444.09,447.26,675522222
1993-06-20,447.26,448.98,443.61,443.68,695755555
1993-06-27,443.68,448.64,442.5,447.6,688511111
1993-07-04,447.6,451.9,445.2,445.84,729061111
1993-07-11,445.86,448.94,441.4,448.11,558944444
1993-07-18,448.13,451.12,445.66,445.75,709650000
1993-07-25,445.75,447.63,443.71,447.1,691211111
1993-08-01,447.06,450.77,446.59,448.13,704494444
1993-08-08,448.13,450.43,446.94,448.68,664777778
1993-08-15,448.68,451.63,447.53,450.14,694166667
1993-08-22,450.25,456.99,450.25,456.16,765572223
1993-08-29,456.12,462.87,454.29,460.54,686144445
1993-09-05,460.54,463.8,459.91,461.34,638377777
1993-09-12,461.34,462.07,453.75,461.72,578122222
1993-09-19,461.7,463.38,456.31,458.83,782833332
1993-09-26,458.84,459.91,449.64,457.63,752233334
1993-10-03,457.63,462.17,457.63,461.28,724327778
1993-10-10,461.28,463.15,456.4,460.31,722127777
1993-10-17,460.31,471.1,460.31,469.5,809222222
1993-10-24,469.5,470.04,463.27,463.27,850383334
1993-10-31,463.27,468.76,462.05,467.83,775811111
1993-11-07,467.83,469.11,454.36,459.57,868466666
1993-11-14,459.57,465.84,458.78,465.39,780116666
1993-11-21,465.39,467.24,460.03,462.6,826894445
1993-11-28,462.6,463.63,457.08,463.06,478544445
1993-12-05,463.06,464.89,460.45,464.89,765538890
1993-12-12,464.89,466.89,462.66,463.93,792061112
1993-12-19,463.93,466.38,461.84,466.38,839872222
1993-12-26,466.38,468.97,464.03,467.38,571638889
1994-01-02,467.4,471.29,466.45,466.45,558988888
1994-01-09,466.51,470.26,464.36,469.9,937583333
1994-01-16,469.9,475.32,469.55,474.91,843644445
1994-01-23,474.91,475.56,472.21,474.72,839438889
1994-01-30,474.72,479.75,470.27,478.7,881844445
1994-02-06,478.7,482.85,469.28,469.81,928372222
1994-02-13,469.81,473.41,466.89,470.18,855616667
1994-02-20,470.18,475.12,466.07,467.69,832594445
1994-02-27,467.69,472.41,464.26,466.07,665238888
1994-03-06,466.07,469.16,457.49,464.74,854394445
1994-03-13,464.74,468.07,462.46,466.44,870427779
1994-03-20,466.44,471.09,465.48,471.06,909838889
1994-03-27,471.06,471.06,460.58,460.58,758055555
1994-04-03,460.58,461.12,436.16,445.77,770450000
1994-04-10,445.66,451.1,435.86,447.1,869861112
1994-04-17,447.12,450.8,442.62,446.18,757711111
1994-04-24,446.27,449.96,438.83,447.63,908761111
1994-05-01,447.64,452.79,447.58,450.91,649783334
1994-05-08,450.91,453.98,445.64,447.82,777744445
1994-05-15,447.82,447.82,440.78,444.14,750427778
1994-05-22,444.15,456.88,443.62,454.92,823616666
1994-05-29,454.92,457.77,451.79,457.33,681138889
1994-06-05,457.32,460.86,453.99,460.13,577627779
1994-06-12,460.13,461.87,455.43,458.67,680616666
1994-06-19,458.67,463.23,457.18,458.45,795427779
1994-06-26,458.45,458.45,442.51,442.8,720611111
1994-07-03,442.78,449.83,439.83,446.2,708161111
1994-07-10,446.2,449.75,444.18,449.55,515500000
1994-07-17,449.56,454.33,444.65,454.16,744027778
1994-07-24,454.41,455.71,450.69,453.11,722527778
1994-07-31,453.1,459.33,451.36,458.26,674094444
1994-08-07,458.28,462.77,456.08,457.09,753433333
1994-08-14,457.08,462.27,456.66,461.94,711827778
1994-08-21,461.97,465.91,459.89,463.68,779477779
1994-08-28,463.61,474.65,461.46,473.8,801650001
1994-09-04,473.89,477.59,470.67,470.99,785683333
1994-09-11,471,473.4,466.55,468.18,599094444
1994-09-18,468.18,474.81,466.15,471.19,848999999
1994-09-25,471.21,473.15,458.47,459.67,866811111
1994-10-02,459.65,465.55,459.31,462.71,826144444
1994-10-09,462.69,463.31,449.27,455.1,839594446
1994-10-16,455.12,471.3,455.12,469.1,793261110
1994-10-23,469.11,471.43,463.83,464.89,812233332
1994-10-30,464.89,473.78,458.26,473.77,911511112
1994-11-06,473.76,474.74,462.28,462.28,841583334
1994-11-13,462.31,469.95,461.25,462.35,769655556
1994-11-20,462.44,468.51,460.25,461.47,874294445
1994-11-27,461.69,463.41,444.18,452.29,682972222
1994-12-04,452.26,457.13,447.97,453.3,789677777
1994-12-11,453.3,455.04,442.88,446.96,855355555
1994-12-18,446.95,458.8,445.62,458.8,979161111
1994-12-25,458.78,461.7,456.37,459.83,841322223
1995-01-01,459.85,462.73,459,459.27,535750000
1995-01-08,459.21,462.49,457.2,460.68,666155556
1995-01-15,460.67,466.43,458.65,465.97,904072222
1995-01-22,465.97,470.43,463.99,464.78,926333334
1995-01-29,464.78,471.36,461.14,470.39,904505556
1995-02-05,470.39,479.91,467.49,478.65,1049200000
1995-02-12,478.64,482.6,478.36,481.46,877733333
1995-02-19,481.46,485.54,480.89,481.97,913327778
1995-02-26,481.95,489.19,481.94,488.11,747088888
1995-03-05,488.26,488.26,483.07,485.42,903599999
1995-03-12,485.42,490.37,479.7,489.57,948033333
1995-03-19,489.57,496.67,489.35,495.52,936127778
1995-03-26,495.52,500.97,493.67,500.97,921594444
1995-04-02,500.97,508.15,495.7,500.71,954761110
1995-04-09,500.7,507.19,500.2,506.42,876333333
1995-04-16,506.3,509.83,504.61,509.23,667277778
1995-04-23,509.23,512.03,501.19,508.49,1015755556
1995-04-30,508.49,515.29,507.44,514.71,944538889
1995-05-07,514.76,525.4,513.03,520.12,982850000
1995-05-14,520.09,527.05,519.14,525.55,964444445
1995-05-21,525.55,529.08,517.07,519.19,964588888
1995-05-28,519.19,531.91,519.19,523.65,929500000
1995-06-04,523.65,536.91,521.38,532.51,751733333
1995-06-11,532.51,537.73,526,527.94,901805555
1995-06-18,527.94,539.98,527.94,539.83,965438889
1995-06-25,539.83,551.07,539.83,549.71,1025683334
1995-07-02,549.71,549.79,540.72,544.75,909144444
1995-07-09,544.75,556.57,544.43,556.37,757105556
1995-07-16,556.37,562,553.8,559.89,1057366667
1995-07-23,560.34,562.94,542.51,553.62,1111016667
1995-07-30,553.62,565.4,553.62,562.93,972294444
1995-08-06,562.93,565.62,554.1,558.94,925744444
1995-08-13,558.94,561.59,553.04,555.11,811688890
1995-08-20,555.11,561.24,554.76,559.21,922283333
1995-08-27,559.21,563.34,555.2,560.1,800650000
1995-09-03,560.1,564.62,555.71,563.84,814800000
1995-09-10,563.86,572.68,563.84,572.68,745483333
1995-09-17,572.68,585.07,572.68,583.35,1037783333
1995-09-24,583.35,586.79,578.25,581.73,1019555555
1995-10-01,581.73,587.61,574.68,584.41,972788889
1995-10-08,584.41,585.05,578.48,582.49,950816667
1995-10-15,582.49,587.39,571.55,584.5,970838889
1995-10-22,584.5,590.66,581.9,587.46,1035766666
1995-10-29,587.46,587.46,572.53,579.7,1124116667
1995-11-05,579.7,590.57,579.7,590.57,1011227777
1995-11-12,590.57,593.9,584.24,592.72,951672222
1995-11-19,592.72,600.14,588.36,600.07,1048244445
1995-11-26,600.07,600.71,595.42,599.97,706844444
1995-12-03,599.97,608.69,599.02,606.98,1110905556
1995-12-10,606.98,621.11,606.84,617.48,1093211112
1995-12-17,617.48,622.88,614.46,616.34,1227400001
1995-12-24,616.34,616.34,605.05,611.95,1137577779
1995-12-31,611.96,615.93,611.96,615.93,599716667
1996-01-07,615.93,624.49,612.02,616.71,990455556
1996-01-14,616.71,619.15,597.29,601.81,1020438889
1996-01-21,601.81,612.92,598.47,611.83,1187916666
1996-01-28,611.83,621.7,610.65,621.62,1183500001
1996-02-04,621.62,639.26,621.42,635.84,1211855555
1996-02-11,635.84,661.08,633.71,656.37,1255022223
1996-02-18,656.37,664.23,646.99,647.98,1178950000
1996-02-25,647.98,663,638.79,659.08,975405556
1996-03-03,659.08,659.08,635,644.37,1223949999
1996-03-10,644.37,656.97,627.63,633.5,1257516667
1996-03-17,633.5,644.17,628.82,641.43,1300061111
1996-03-24,641.43,656.18,641.43,650.62,1100972222
1996-03-31,650.62,655.5,644.89,645.5,1070738889
1996-04-07,645.5,656.68,645.5,655.86,871544444
1996-04-14,655.86,655.86,624.14,636.71,1248183333
1996-04-21,636.71,647.32,636.71,645.07,1175400000
1996-04-28,645.07,656.43,645.07,653.46,1226072222
1996-05-05,653.46,656.44,640.23,641.63,1121672223
1996-05-12,641.63,653,630.07,652.09,1174850001
1996-05-19,652.09,669.84,652.09,668.91,1179788889
1996-05-26,668.91,681.1,667.64,678.51,1099600000
1996-06-02,678.51,679.98,664.56,669.12,789955556
1996-06-09,669.12,680.32,662.48,673.31,1109733334
1996-06-16,673.31,676.72,664.35,665.85,1071283334
1996-06-23,665.85,668.27,658.75,666.84,1120394444
1996-06-30,666.84,672.68,661.56,670.63,1104611111
1996-07-07,670.63,675.88,657.41,657.44,695266667
1996-07-14,657.44,657.65,639.52,646.19,1170161111
1996-07-21,646.19,646.19,605.88,638.73,1387977778
1996-07-28,638.73,638.73,616.43,635.9,1093066667
1996-08-04,635.9,662.49,629.22,662.49,1059666666
1996-08-11,662.49,665.37,656.83,662.1,950400000
1996-08-18,662.1,666.34,658.47,665.21,933166666
1996-08-25,665.21,670.68,662.16,667.03,911566667
1996-09-01,667.03,667.41,650.52,651.99,815494444
1996-09-08,651.99,658.21,643.97,655.68,781761111
1996-09-15,655.68,681.39,655.68,680.54,1082527778
1996-09-22,680.54,687.07,679.06,687.03,1219183333
1996-09-29,687.03,690.88,681.01,686.19,1180694444
1996-10-06,686.19,701.74,684.44,701.46,1167049999
1996-10-13,701.46,705.76,693.34,700.66,1119594446
1996-10-20,700.66,711.04,699.07,710.82,1207755556
1996-10-27,710.82,714.1,700.53,700.92,1141222222
1996-11-03,700.92,708.6,696.22,703.77,1229794445
1996-11-10,703.77,730.82,702.84,730.82,1277722222
1996-11-17,730.82,741.92,728.03,737.62,1258327777
1996-11-24,737.62,748.73,734.39,748.73,1298911111
1996-12-01,748.73,762.12,747.99,757.02,775227778
1996-12-08,757.02,761.75,726.89,739.6,1339716668
1996-12-15,739.6,753.43,721.97,728.64,1262977776
1996-12-22,728.64,755.41,716.69,748.87,1471466666
1996-12-29,748.87,758.75,743.28,756.79,564922222
1997-01-05,756.79,759.2,729.55,748.03,919455556
1997-01-12,748.03,759.65,742.18,759.5,1515722222
1997-01-19,759.5,776.37,756.69,776.17,1429955554
1997-01-26,776.17,794.67,768.17,770.52,1571650000
1997-02-02,770.52,791.86,761.75,786.16,1438022222
1997-02-09,786.16,792.71,773.43,789.56,1450677779
1997-02-16,789.56,812.93,780.95,808.48,1446566666
1997-02-23,808.48,817.68,799.99,801.77,1091183334
1997-03-02,801.77,812.85,788.5,790.82,1409311111
1997-03-09,790.82,808.19,785.66,804.97,1420105555
1997-03-16,804.97,814.9,789.44,793.17,1361850000
1997-03-23,793.17,797.18,778.04,784.1,1463561111
1997-03-30,784.1,798.11,767.32,773.88,1068305554
1997-04-06,773.88,773.88,744.04,757.9,1440249999
1997-04-13,757.9,769.53,737.64,737.65,1234583334
1997-04-20,737.65,768.55,733.54,766.34,1325383333
1997-04-27,766.34,779.89,756.38,765.37,1278966665
1997-05-04,765.37,812.99,763.3,812.97,1371322223
1997-05-11,812.97,832.29,811.8,824.78,1468600000
1997-05-18,824.78,842.45,824.78,829.75,1332800000
1997-05-25,829.75,848.49,826.41,847.03,1211494444
1997-06-01,847.03,851.87,831.87,848.28,1068494444
1997-06-08,848.28,859.24,838.82,858.01,1317394443
1997-06-15,858.01,894.69,858.01,893.27,1486149999
1997-06-22,893.27,901.77,886.19,898.7,1466155556
1997-06-29,898.7,902.09,878.43,887.3,1450527778
1997-07-06,887.3,917.82,879.82,916.92,1115211112
1997-07-13,916.92,923.26,902.48,916.68,1491827778
1997-07-20,916.68,939.32,912.02,915.3,1639266667
1997-07-27,915.3,945.65,907.12,938.79,1526972222
1997-08-03,938.79,957.73,932.56,947.14,1467505556
1997-08-10,947.14,964.17,925.74,933.54,1492422222
1997-08-17,933.54,942.99,900.81,900.81,1463966667
1997-08-24,900.81,939.47,893.34,923.54,1411327777
1997-08-31,923.55,930.93,896.82,899.47,1239144446
1997-09-07,899.47,940.37,899.47,929.05,1187022222
1997-09-14,929.05,938.9,902.56,923.91,1447455557
1997-09-21,923.91,958.19,919.41,950.51,1607127778
1997-09-28,950.51,960.59,937.38,945.22,1490838889
1997-10-05,945.22,975.47,941.94,965.03,1534105557
1997-10-12,965.03,983.12,963.34,966.98,1485122222
1997-10-19,966.98,973.46,931.58,944.16,1440238889
1997-10-26,944.16,972.61,937.55,941.64,1683655556
1997-11-02,941.64,941.64,855.27,914.62,2235688888
1997-11-09,914.62,949.62,914.62,927.51,1536044444
1997-11-16,927.51,935.9,900.61,928.35,1541588889
1997-11-23,928.35,964.55,928.35,963.09,1585694444
1997-11-30,963.09,963.09,944.71,955.4,988683334
1997-12-07,955.4,986.25,955.4,983.79,1660050001
1997-12-14,983.79,985.67,947,953.39,1579327778
1997-12-21,953.39,974.3,924.92,946.78,1806355556
1997-12-28,946.78,956.73,932.7,936.46,814788890
1998-01-04,936.46,975.04,936.46,975.04,987038889
1998-01-11,975.04,982.63,921.72,927.69,1840211111
1998-01-18,927.69,965.12,912.83,961.51,1774777779
1998-01-25,961.51,978.6,950.86,957.59,1418494446
1998-02-01,957.59,992.65,954.24,980.28,1837127778
1998-02-08,980.28,1013.51,980.28,1012.46,1880827777
1998-02-15,1012.46,1026.3,1006.28,1020.09,1616849999
1998-02-22,1020.09,1034.21,1020.09,1034.21,1326672223
1998-03-01,1034.21,1051.66,1028.89,1049.34,1651511111
1998-03-08,1049.34,1055.69,1030.87,1055.69,1756599999
1998-03-15,1055.69,1075.86,1050.02,1068.61,1724788889
1998-03-22,1068.61,1101.04,1068.61,1099.16,1765655556
1998-03-29,1099.16,1113.07,1091.14,1095.44,1723655555
1998-04-05,1095.44,1126.36,1090.02,1122.7,1765477777
1998-04-12,1122.7,1131.99,1098.21,1110.67,1367688889
1998-04-19,1110.67,1122.72,1100.6,1122.72,1797272222
1998-04-26,1122.72,1132.98,1104.77,1107.9,1808138889
1998-05-03,1107.9,1121.02,1076.7,1121,1822733333
1998-05-10,1121,1130.52,1094.53,1108.14,1606666667
1998-05-17,1108.14,1124.03,1102.78,1108.73,1647577778
1998-05-24,1108.73,1124.45,1097.99,1110.47,1482444445
1998-05-31,1110.47,1116.79,1074.39,1090.82,1316183333
1998-06-07,1090.82,1113.88,1078.1,1113.86,1582766666
1998-06-14,1113.86,1126,1080.83,1098.84,1653988888
1998-06-21,1098.84,1112.87,1074.67,1100.65,1839311111
1998-06-28,1100.65,1142.04,1099.42,1133.2,1718611113
1998-07-05,1133.2,1148.56,1131.98,1146.42,1407422223
1998-07-12,1146.42,1166.93,1145.03,1164.33,1659194444
1998-07-19,1164.33,1188.1,1160.21,1186.75,1830505557
1998-07-26,1186.75,1190.58,1129.11,1140.8,1889044444
1998-08-02,1140.8,1147.27,1114.3,1120.67,1834027778
1998-08-09,1120.67,1121.79,1057.35,1089.45,2140055556
1998-08-16,1089.45,1092.82,1054,1062.75,1872227778
1998-08-23,1062.75,1106.32,1054.92,1081.24,1808855557
1998-08-30,1081.24,1106.64,1021.04,1027.14,2042222222
1998-09-06,1027.14,1033.47,939.98,973.89,2605277778
1998-09-13,973.89,1027.72,968.64,1009.06,1788055557
1998-09-20,1009.06,1046.07,1009.06,1020.09,2069833334
1998-09-27,1020.09,1066.11,993.82,1044.75,2081766666
1998-10-04,1044.75,1061.46,971.69,1002.6,2251833333
1998-10-11,1002.6,1008.77,923.32,984.39,2573833333
1998-10-18,984.39,1062.65,984.39,1056.42,2330777778
1998-10-25,1056.42,1084.06,1054.23,1070.67,2130244443
1998-11-01,1070.67,1103.78,1059.65,1098.67,1964616667
1998-11-08,1098.67,1141.3,1098.67,1141.01,2095833334
1998-11-15,1141.01,1141.01,1115.55,1125.72,1802533332
1998-11-22,1125.72,1163.55,1125.72,1163.55,1869716668
1998-11-29,1163.55,1192.97,1163.55,1192.33,1322683334
1998-12-06,1192.33,1192.72,1149.61,1176.74,2062944444
1998-12-13,1176.74,1193.53,1153.19,1166.46,1961444445
1998-12-20,1166.46,1188.89,1136.89,1188.03,2124555556
1998-12-27,1188.03,1229.89,1188.03,1226.27,1316544445
1999-01-03,1226.27,1244.93,1220.78,1229.23,1350816667
1999-01-10,1229.23,1278.24,1219.1,1275.09,2466500000
1999-01-17,1275.09,1276.22,1205.46,1243.26,2302777778
1999-01-24,1243.26,1274.07,1217.97,1225.19,1860500000
1999-01-31,1225.19,1280.37,1219.46,1279.64,2377722223
1999-02-07,1279.64,1283.75,1232.28,1239.4,2359888888
1999-02-14,1239.4,1254.05,1211.89,1230.13,2038944445
1999-02-21,1230.13,1252.17,1220.7,1239.22,1572922222
1999-02-28,1239.22,1283.84,1225.01,1238.33,2114833333
1999-03-07,1238.33,1275.73,1216.03,1275.47,2117000000
1999-03-14,1275.47,1306.43,1271.58,1294.59,2272666667
1999-03-21,1294.59,1323.82,1291.03,1299.29,2209500000
1999-03-28,1299.29,1303.84,1256.43,1282.8,2068222223
1999-04-04,1282.8,1313.6,1282.56,1293.72,1724555556
1999-04-11,1293.72,1351.22,1293.72,1348.35,2147944445
1999-04-18,1348.35,1362.38,1308.38,1319,2592111110
1999-04-25,1319,1363.65,1284.21,1356.85,2662555555
1999-05-02,1356.85,1371.56,1314.58,1335.18,2497500001
1999-05-09,1335.18,1354.64,1317.44,1345,2415722222
1999-05-16,1345,1375.98,1332.63,1337.8,2199777777
1999-05-23,1337.8,1350.49,1321.19,1330.29,2032666667
1999-05-30,1330.29,1333.02,1277.31,1301.84,2174200001
1999-06-06,1301.84,1327.75,1277.47,1327.75,1569944444
1999-06-13,1327.75,1336.42,1287.88,1293.64,1903833335
1999-06-20,1293.64,1344.48,1292.2,1342.84,2104222223
1999-06-27,1342.84,1351.12,1308.47,1315.31,1915977779
1999-07-04,1315.31,1391.22,1315.31,1391.22,2248322223
1999-07-11,1391.22,1405.29,1384.95,1403.28,1692055555
1999-07-18,1403.28,1418.78,1386.51,1418.78,2061277778
1999-07-25,1418.78,1420.33,1349.91,1356.94,1991616666
1999-08-01,1356.94,1370.53,1328.49,1328.72,1963916666
1999-08-08,1328.72,1344.69,1287.23,1300.29,2075916667
1999-08-15,1300.29,1327.72,1267.73,1327.68,2083388890
1999-08-22,1327.68,1344.16,1315.35,1336.61,1835138888
1999-08-29,1336.61,1382.84,1336.61,1348.27,1982749999
1999-09-05,1348.27,1357.74,1304.88,1357.24,1954499999
1999-09-12,1357.24,1361.39,1333.91,1351.66,1716055556
1999-09-19,1351.66,1351.66,1299.97,1335.42,2100333334
1999-09-26,1335.42,1338.38,1263.84,1277.36,2206166668
1999-10-03,1277.36,1295.03,1256.26,1282.81,2464333334
1999-10-10,1282.81,1336.61,1282.81,1336.02,2438500000
1999-10-17,1336.02,1339.23,1245.39,1247.41,2255888889
1999-10-24,1247.41,1308.81,1233.7,1301.65,2569388889
1999-10-31,1301.65,1373.17,1280.48,1362.93,2700555555
1999-11-07,1362.93,1387.48,1346.41,1370.23,2593833333
1999-11-14,1370.23,1396.12,1359.98,1396.06,2465166667
1999-11-21,1396.06,1425.31,1392.28,1422,2563611111
1999-11-28,1422,1425.24,1399.17,1416.62,1581400000
1999-12-05,1416.62,1447.42,1386.95,1433.3,2560388889
1999-12-12,1433.3,1434.15,1391.47,1417.04,2816055555
1999-12-19,1417.04,1431.77,1396.2,1421.03,3033000000
1999-12-26,1421.03,1461.44,1411.1,1458.34,1914833334
2000-01-02,1458.34,1473.13,1450.83,1469.25,1596994445
2000-01-09,1469.25,1478,1377.68,1441.47,2968777779
2000-01-16,1441.47,1473,1427.08,1465.15,2872055555
2000-01-23,1465.15,1465.71,1438.54,1441.36,2475000000
2000-01-30,1441.36,1454.09,1356.2,1360.16,3073388889
2000-02-06,1360.16,1435.91,1350.14,1424.37,2891666666
