Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2000-02-13,1424.37,1444.55,1378.89,1387.12,2833777778
2000-02-20,1387.12,1407.72,1345.32,1346.09,2841833334
2000-02-27,1346.09,1370.11,1329.15,1333.36,2363277778
2000-03-05,1333.36,1410.88,1325.07,1409.17,3252111112
2000-03-12,1409.17,1413.46,1346.62,1395.07,3226611112
2000-03-19,1395.07,1477.33,1356.99,1464.47,3439055556
2000-03-26,1464.47,1552.87,1446.06,1527.46,2884555557
2000-04-02,1527.46,1534.63,1474.63,1498.58,2968222222
2000-04-09,1498.58,1526.45,1416.41,1516.35,3081699999
2000-04-16,1516.35,1527.19,1339.4,1356.56,2951500000
2000-04-23,1356.56,1447.69,1346.5,1434.54,2339833333
2000-04-30,1434.54,1482.94,1407.13,1452.43,2797222222
2000-05-07,1452.43,1481.51,1398.36,1432.63,2611499999
2000-05-14,1432.63,1432.63,1375.14,1420.96,2501333334
2000-05-21,1420.96,1470.4,1401.74,1406.95,2384555555
2000-05-28,1406.95,1411.65,1361.09,1378.02,2554611111
2000-06-04,1378.02,1483.23,1378.02,1477.26,2181777778
2000-06-11,1477.26,1477.28,1454.74,1456.95,2379777778
2000-06-18,1456.95,1483.62,1442.38,1464.46,2723277778
2000-06-25,1464.46,1488.93,1438.31,1441.48,2685055557
2000-07-02,1441.48,1467.63,1434.63,1454.6,3109555556
2000-07-09,1454.6,1484.12,1439.56,1478.9,1861222223
2000-07-16,1478.9,1509.99,1470.48,1509.98,2670999999
2000-07-23,1509.98,1517.32,1477.91,1480.19,2642555554
2000-07-30,1480.19,1485.88,1413.89,1419.89,2901055556
2000-08-06,1419.89,1462.93,1418.71,1462.93,2743000000
2000-08-13,1462.93,1490.33,1453.06,1471.84,2598500001
2000-08-20,1471.84,1499.47,1468.56,1491.72,2418499999
2000-08-27,1491.72,1513.47,1489.52,1506.45,2191166667
2000-09-03,1506.45,1530.09,1500.09,1520.77,2317722223
2000-09-10,1520.77,1520.77,1489.88,1494.5,2100055555
2000-09-17,1494.5,1506.76,1460.22,1465.81,2911777778
2000-09-24,1465.81,1467.77,1421.88,1448.72,2990166666
2000-10-01,1448.72,1461.69,1419.44,1436.51,3148333334
2000-10-08,1436.52,1454.82,1397.06,1408.99,3134944445
2000-10-15,1408.99,1409.69,1327.08,1374.17,3200333332
2000-10-22,1374.17,1408.47,1305.79,1396.93,3379944445
2000-10-29,1396.93,1415.64,1337.81,1379.58,3283944445
2000-11-05,1379.58,1433.4,1376.86,1426.69,3291722222
2000-11-12,1428.76,1438.46,1365.97,1365.98,2663666667
2000-11-19,1365.98,1395.96,1328.62,1367.72,2967555557
2000-11-26,1367.72,1367.72,1321.89,1341.77,1922761111
2000-12-03,1341.77,1362.5,1294.9,1315.23,2643405555
2000-12-10,1315.18,1380.33,1310.23,1369.89,3271611112
2000-12-17,1369.89,1389.05,1305.38,1312.15,3390722222
2000-12-24,1312.15,1346.44,1254.07,1305.95,3596333334
2000-12-31,1305.97,1340.1,1301.64,1320.28,2194444446
2001-01-07,1320.28,1350.24,1274.62,1298.35,3651055555
2001-01-14,1298.35,1333.21,1276.29,1318.55,3494722222
2001-01-21,1318.32,1354.55,1313.33,1342.54,3004222222
2001-01-28,1342.54,1369.75,1333.84,1354.95,3367555556
2001-02-04,1354.92,1383.37,1348.72,1349.47,3147444445
2001-02-11,1349.47,1363.55,1309.98,1314.76,3007555556
2001-02-18,1314.76,1336.62,1293.18,1301.53,3153055555
2001-02-25,1301.53,1307.16,1215.44,1245.86,2732166667
2001-03-04,1245.86,1272.76,1214.5,1234.18,3366166666
2001-03-11,1234.18,1267.42,1228.42,1233.42,2974000000
2001-03-18,1233.42,1233.42,1148.64,1150.53,3772422222
2001-03-25,1150.53,1180.56,1081.19,1139.83,3776250000
2001-04-01,1139.83,1183.35,1136.26,1160.33,3487166667
2001-04-08,1160.33,1169.51,1091.99,1128.43,3722994445
2001-04-15,1128.43,1183.51,1126.38,1183.5,2669277777
2001-04-22,1183.5,1253.71,1167.38,1242.98,3759944444
2001-04-29,1242.98,1253.07,1207.38,1253.05,3260666667
2001-05-06,1253.05,1272.93,1232,1266.61,3339055557
2001-05-13,1266.61,1270,1240.79,1245.67,2805888889
2001-05-20,1245.67,1296.48,1241.02,1291.96,3234277777
2001-05-27,1291.96,1315.93,1276.42,1277.89,3054944444
2001-06-03,1277.89,1278.42,1245.96,1260.67,2459000000
2001-06-10,1260.67,1286.62,1256.36,1264.96,2683888887
2001-06-17,1264.96,1264.96,1203.03,1214.36,3304805556
2001-06-24,1214.36,1240.24,1207.71,1225.35,3545900001
2001-07-01,1225.35,1237.29,1204.64,1224.38,3650422223
2001-07-08,1224.42,1239.78,1188.74,1190.59,2078894445
2001-07-15,1190.59,1218.54,1168.46,1215.68,3449611110
2001-07-22,1215.68,1225.04,1196.14,1210.85,3393666667
2001-07-29,1210.85,1215.22,1165.54,1205.82,3164166667
2001-08-05,1205.82,1226.27,1200.41,1214.35,3076000000
2001-08-12,1214.35,1214.35,1169.55,1190.16,2785222221
2001-08-19,1190.16,1198.79,1156.07,1161.97,2720833333
2001-08-26,1161.97,1185.15,1153.34,1184.93,2821833334
2001-09-02,1184.93,1186.85,1124.87,1133.58,2705833334
2001-09-09,1133.58,1155.4,1082.12,1085.78,2970444445
2001-09-16,1085.78,1096.94,1073.15,1092.54,709222222
2001-09-23,1092.54,1092.54,944.75,965.8,5791050000
2001-09-30,965.8,1040.94,965.8,1040.94,4432222222
2001-10-07,1040.94,1084.12,1026.76,1071.38,3903777778
2001-10-14,1071.37,1099.16,1052.76,1091.65,3641766667
2001-10-21,1091.65,1107.12,1057.24,1073.48,3469555556
2001-10-28,1073.48,1110.61,1065.64,1104.61,3537833333
2001-11-04,1104.61,1104.61,1053.61,1087.2,3441833334
2001-11-11,1087.2,1135.75,1087.2,1120.31,3692388890
2001-11-18,1120.31,1148.28,1098.32,1138.65,3665000001
2001-11-25,1138.65,1152.45,1129.78,1150.34,2270333333
2001-12-02,1150.34,1163.38,1125.51,1139.45,3644888889
2001-12-09,1139.45,1173.62,1125.78,1158.31,3901555555
2001-12-16,1158.31,1158.31,1114.53,1123.09,3807722223
2001-12-23,1123.09,1152.44,1122.66,1144.89,4046555555
2001-12-30,1144.89,1164.64,1144.62,1161.02,1680261111
2002-01-06,1161.02,1176.55,1136.23,1172.51,2792500001
2002-01-13,1172.51,1176.97,1145.45,1145.6,3627777778
2002-01-20,1145.6,1148.81,1124.45,1127.58,3816222222
2002-01-27,1127.58,1139.5,1117.43,1133.28,3160388890
2002-02-03,1133.28,1138.63,1081.66,1122.2,4412555556
2002-02-10,1122.2,1122.2,1077.78,1096.22,4275111111
2002-02-17,1096.22,1124.72,1094.68,1104.18,3389555555
2002-02-24,1104.18,1104.18,1074.36,1089.84,3011888890
2002-03-03,1089.84,1131.79,1089.84,1131.78,3843944444
2002-03-10,1131.78,1172.76,1130.93,1164.31,4230166666
2002-03-17,1164.31,1173.03,1151.01,1166.16,3650722222
2002-03-24,1166.16,1173.94,1139.48,1148.7,3506611110
2002-03-31,1148.7,1154.45,1131.61,1147.39,2560666667
2002-04-07,1147.39,1147.84,1119.49,1122.73,3245166666
2002-04-14,1122.73,1131.76,1102.42,1111.01,3647944444
2002-04-21,1111.01,1133,1099.41,1125.17,3546055555
2002-04-28,1125.17,1125.17,1076.31,1076.32,3797277778
2002-05-05,1076.32,1091.42,1063.46,1073.43,3912888889
2002-05-12,1073.43,1088.92,1048.96,1054.99,3502333334
2002-05-19,1054.99,1106.59,1053.9,1106.59,3585722222
2002-05-26,1106.59,1106.59,1075.64,1083.82,3002722222
2002-06-02,1083.82,1085.98,1054.26,1067.14,2579000000
2002-06-09,1067.14,1070.74,1012.49,1027.53,3907666667
2002-06-16,1027.53,1039.04,981.63,1007.27,3993788889
2002-06-23,1007.27,1040.83,985.65,989.14,3695944445
2002-06-30,989.14,1005.88,952.92,989.82,5058994444
2002-07-07,989.82,994.46,934.87,989.03,3042055556
2002-07-14,989.03,993.56,900.94,921.39,4465600000
2002-07-21,921.39,926.52,842.07,847.75,6319666666
2002-07-28,847.76,854.13,775.68,852.84,6491911111
2002-08-04,852.84,911.64,852.84,864.24,4924666666
2002-08-11,864.24,913.95,833.44,908.64,4095333333
2002-08-18,908.64,935.38,876.2,928.77,3687999999
2002-08-25,928.77,965,927.21,940.86,3558833333
2002-09-01,940.86,955.82,903.33,916.07,3151222222
2002-09-08,916.07,916.07,870.5,893.92,2915388890
2002-09-15,893.92,924.02,877.05,889.81,3125666666
2002-09-22,889.81,902.68,839.09,845.39,4037666667
2002-09-29,845.39,856.6,817.38,827.37,4366744445
2002-10-06,827.37,851.93,794.1,800.58,4823388889
2002-10-13,800.58,843.27,768.63,835.32,5191288889
2002-10-20,835.32,886.68,828.37,884.39,4413772223
2002-10-27,884.39,902.94,873.06,897.65,4239483334
2002-11-03,897.65,907.44,867.91,900.96,4125722222
2002-11-10,900.96,925.66,891.62,894.74,4215222222
2002-11-17,894.74,910.21,872.05,909.83,3818111111
2002-11-24,909.83,937.28,893.09,930.55,4544000000
2002-12-01,930.55,941.82,912.1,936.31,2839644445
2002-12-08,936.31,954.28,895.96,912.23,3989222223
2002-12-15,912.23,912.23,888.48,889.48,3599222222
2002-12-22,889.48,911.22,880.32,895.76,3965683332
2002-12-29,895.74,903.89,873.62,875.4,1694394444
2003-01-05,875.4,911.25,869.45,908.59,2503500000
2003-01-12,908.59,932.89,908.32,927.57,4163555554
2003-01-19,927.57,935.05,899.02,901.78,3944777778
2003-01-26,901.78,906,859.71,861.4,3452972222
2003-02-02,861.4,868.72,840.34,855.7,4210683333
2003-02-09,855.7,864.64,826.7,829.69,3815888888
2003-02-16,829.69,843.02,806.29,834.89,3722000000
2003-02-23,834.89,852.87,831.48,848.17,2732611112
2003-03-02,848.17,848.17,818.54,841.15,3749111111
2003-03-09,841.15,852.34,811.23,828.89,3592166667
2003-03-16,828.89,841.39,788.9,833.27,4256055556
2003-03-23,833.27,895.9,827.17,895.79,4473183334
2003-03-30,895.79,895.79,858.09,863.5,3558888889
2003-04-06,863.5,885.89,843.68,878.85,3959777778
2003-04-13,878.85,904.89,862.76,868.3,3577777777
2003-04-20,868.3,896.77,868.3,893.58,3116333333
2003-04-27,893.58,919.74,886.7,898.81,4111666666
2003-05-04,898.81,930.56,898.81,930.08,4188283334
2003-05-11,930.08,939.61,919.72,933.41,4074166666
2003-05-18,933.41,948.65,929.3,944.3,4007166667
2003-05-25,944.3,944.3,912.05,933.22,3882388889
2003-06-01,933.22,965.38,927.33,963.59,3592000000
2003-06-08,963.59,1007.69,963.59,987.76,4589833334
2003-06-15,987.76,1002.74,972.59,988.61,3848388888
2003-06-22,988.61,1015.33,988.61,995.69,4190333334
2003-06-29,995.69,995.69,973.8,976.22,3833777778
2003-07-06,976.22,995,962.1,985.7,2968111112
2003-07-13,985.7,1010.43,983.63,998.14,4050666666
2003-07-20,998.14,1015.41,978.6,993.32,4253388888
2003-07-27,993.32,998.89,975.63,998.68,3896166667
2003-08-03,998.68,1004.59,978.86,980.15,4015555556
2003-08-10,980.15,985.75,960.84,977.59,3687388888
2003-08-17,977.59,992.5,974.21,990.67,2881372223
2003-08-24,990.67,1011.01,990.67,993.06,3530555556
2003-08-31,993.06,1008.85,983.57,1008.01,2951166666
2003-09-07,1008.01,1029.34,1005.73,1021.39,3369555555
2003-09-14,1021.39,1032.41,1007.71,1018.63,3816000000
2003-09-21,1018.63,1040.29,1013.59,1036.3,3838950001
2003-09-28,1036.3,1036.3,996.08,996.85,3966111111
2003-10-05,996.85,1039.31,990.36,1029.85,4090611112
2003-10-12,1029.85,1048.28,1026.27,1038.06,3474777778
2003-10-19,1038.06,1053.79,1036.57,1039.32,3668444445
2003-10-26,1039.32,1048.57,1018.32,1028.91,4079111111
2003-11-02,1028.91,1053.09,1028.91,1050.71,4273444444
2003-11-09,1050.71,1062.39,1044.88,1053.21,3940000001
2003-11-16,1053.21,1063.65,1043.46,1050.35,3608055555
2003-11-23,1050.35,1050.35,1031.2,1035.28,3697388890
2003-11-30,1035.28,1060.63,1035.28,1058.2,2345233333
2003-12-07,1058.2,1074.3,1058.2,1061.5,3849388888
2003-12-14,1061.5,1074.76,1053.41,1074.14,3773666667
2003-12-21,1074.14,1091.06,1068,1088.66,4304222221
2003-12-28,1088.66,1098.47,1086.14,1095.89,1817294445
2004-01-04,1095.89,1118.85,1095.89,1108.48,2362277778
2004-01-11,1108.48,1131.92,1108.48,1121.86,4648166667
2004-01-18,1121.86,1139.83,1115.19,1139.83,4464888889
2004-01-25,1139.83,1150.51,1134.62,1141.55,3728166665
2004-02-01,1141.55,1155.38,1122.38,1131.13,4751444444
2004-02-08,1131.13,1142.79,1124.44,1142.76,4308388888
2004-02-15,1142.76,1158.89,1138.7,1145.81,4000111111
2004-02-22,1145.81,1158.98,1139,1144.11,3234055555
2004-02-29,1144.11,1151.68,1134.43,1144.94,4005000000
2004-03-07,1144.94,1163.23,1143.78,1156.86,3873111111
2004-03-14,1156.86,1159.94,1105.87,1120.57,4267000000
2004-03-21,1120.57,1125.76,1102.61,1109.78,4121111111
2004-03-28,1109.78,1115.27,1087.16,1108.06,4016166666
2004-04-04,1108.06,1144.81,1108.06,1141.81,4160277778
2004-04-11,1141.81,1150.57,1134.52,1139.32,3038888889
2004-04-18,1139.32,1147.78,1120.75,1134.61,3961000000
2004-04-25,1134.56,1142.77,1116.03,1140.6,4257944444
2004-05-02,1140.6,1146.56,1107.23,1107.3,4532166667
2004-05-09,1107.3,1127.74,1098.63,1098.7,4369777778
2004-05-16,1098.7,1102.77,1076.32,1095.7,4387111111
2004-05-23,1095.7,1105.93,1079.36,1093.56,3778500000
2004-05-30,1093.56,1123.95,1090.74,1120.68,3757055555
2004-06-06,1120.68,1129.17,1113.32,1122.5,2687444445
2004-06-13,1122.5,1142.18,1122.5,1136.47,2688611111
2004-06-20,1136.47,1138.96,1122.16,1135.02,3606111111
2004-06-27,1135.02,1146.34,1124.37,1134.43,3976777777
2004-07-04,1134.43,1144.2,1123.06,1125.38,3768944445
2004-07-11,1125.38,1125.38,1108.72,1112.81,2888500000
2004-07-18,1112.81,1119.6,1101.07,1101.39,3686277777
2004-07-25,1101.39,1116.27,1083.56,1086.2,4146388890
2004-08-01,1086.2,1103.73,1078.78,1101.72,4114888889
2004-08-08,1101.72,1108.6,1062.23,1063.97,3834388889
2004-08-15,1063.97,1079.04,1060.72,1064.8,3512333333
2004-08-22,1064.8,1100.26,1064.8,1098.35,3447666666
2004-08-29,1098.35,1109.68,1092.82,1107.77,2875333333
2004-09-05,1107.77,1120.8,1094.72,1113.63,2869983333
2004-09-12,1113.63,1125.26,1113.62,1123.92,2829555556
2004-09-19,1123.92,1130.14,1119.82,1128.55,3498222222
2004-09-26,1128.55,1131.54,1108.05,1110.11,3580111110
2004-10-03,1110.11,1131.64,1101.29,1131.5,4107333333
2004-10-10,1131.5,1142.05,1120.19,1122.14,3949000001
2004-10-17,1122.14,1127.01,1102.06,1108.2,3858166666
2004-10-24,1108.2,1117.96,1094.25,1095.74,4410611110
2004-10-31,1095.74,1131.4,1090.29,1130.2,4409333333
2004-11-07,1130.2,1170.87,1127.6,1166.17,4627500000
2004-11-14,1166.17,1184.17,1162.32,1184.17,4021333333
2004-11-21,1184.17,1188.46,1169.19,1170.34,4158444445
2004-11-28,1170.34,1186.62,1167.89,1182.65,2486211111
2004-12-05,1182.65,1197.46,1172.37,1191.17,4470222223
2004-12-12,1191.17,1192.41,1173.79,1188,4156611111
2004-12-19,1188,1207.97,1188,1194.2,4891777777
2004-12-26,1194.2,1213.66,1193.36,1210.13,2918555556
2005-01-02,1210.13,1217.33,1204.92,1211.92,2470888889
2005-01-09,1211.92,1217.8,1182.16,1186.19,4454277778
2005-01-16,1186.19,1194.78,1175.64,1184.52,4103888889
2005-01-23,1184.52,1195.98,1167.82,1167.87,3572777778
2005-01-30,1167.87,1177.5,1163.75,1171.36,4435166666
2005-02-06,1171.36,1203.47,1171.36,1203.03,4514522221
2005-02-13,1203.03,1208.38,1191.54,1205.3,4071361111
2005-02-20,1205.3,1212.44,1197.35,1201.59,4132600000
2005-02-27,1201.59,1212.15,1184.16,1211.37,3493588889
2005-03-06,1211.37,1224.76,1198.13,1222.12,4625077777
2005-03-13,1222.12,1229.11,1198.15,1200.08,4317072223
2005-03-20,1200.08,1210.54,1182.78,1189.65,4739138889
2005-03-27,1189.65,1189.65,1168.7,1171.42,4390277778
2005-04-03,1171.42,1189.8,1163.69,1172.92,5805277778
2005-04-10,1172.79,1191.88,1167.72,1181.2,5172177778
2005-04-17,1181.2,1190.17,1141.92,1142.62,5888822222
2005-04-24,1142.62,1159.95,1136.15,1152.12,6052699999
2005-05-01,1152.12,1164.8,1139.19,1156.85,5806066666
2005-05-08,1156.85,1178.62,1154.71,1171.35,5643244444
2005-05-15,1171.35,1178.87,1146.18,1154.05,5425294444
2005-05-22,1154.05,1191.22,1153.64,1189.28,5232250001
2005-05-29,1189.28,1199.56,1185.96,1198.78,4522161111
2005-06-05,1198.78,1205.64,1191.03,1196.02,3940050000
2005-06-12,1196.02,1208.85,1191.09,1198.11,4779044444
2005-06-19,1198.11,1219.55,1194.51,1216.96,5212972223
2005-06-26,1216.96,1219.59,1191.45,1191.57,5392888889
2005-07-03,1191.57,1204.07,1188.3,1194.44,4990900000
2005-07-10,1194.44,1212.73,1183.55,1211.86,4190300000
2005-07-17,1211.86,1233.16,1211.86,1227.92,5197733333
2005-07-24,1227.92,1236.56,1221.13,1233.68,5324194443
2005-07-31,1233.68,1245.15,1228.15,1234.18,5216022221
2005-08-07,1234.18,1245.86,1225.62,1226.42,5373038890
2005-08-14,1226.42,1242.69,1222.67,1230.39,5291577777
2005-08-21,1230.4,1236.24,1215.93,1219.71,4783000000
2005-08-28,1219.71,1228.96,1204.23,1205.1,4634972223
2005-09-04,1205.1,1227.29,1201.07,1218.02,5417472222
2005-09-11,1218.02,1243.13,1218.02,1241.48,4415405555
2005-09-18,1241.48,1242.6,1224.85,1237.91,6243872222
2005-09-25,1237.91,1237.91,1205.35,1215.29,6300933333
2005-10-02,1215.29,1229.57,1211.11,1228.81,5766172223
2005-10-09,1228.81,1233.34,1181.92,1195.9,6613222223
2005-10-16,1195.9,1196.52,1168.2,1186.57,6403555554
2005-10-23,1186.57,1197.3,1170.55,1179.59,6690744444
2005-10-30,1179.59,1204.01,1178.89,1198.41,6529322222
2005-11-06,1198.41,1224.7,1198.41,1220.14,6911416666
2005-11-13,1220.14,1235.7,1215.05,1234.72,5732605556
2005-11-20,1234.72,1249.58,1226.41,1248.27,6184477778
2005-11-27,1248.27,1270.64,1246.9,1268.25,3955061111
2005-12-04,1268.25,1268.44,1249.39,1265.08,6333522222
2005-12-11,1265.08,1272.89,1250.91,1259.37,5891666666
2005-12-18,1259.37,1275.8,1255.52,1267.32,6209372223
2005-12-25,1267.32,1270.51,1257.21,1268.66,5247211112
2006-01-01,1268.66,1271.83,1246.59,1248.29,3216038889
2006-01-08,1248.29,1286.09,1245.74,1285.45,5527666668
2006-01-15,1285.45,1294.9,1282.78,1287.61,6447533334
2006-01-22,1287.61,1287.79,1260.92,1261.49,5390555556
2006-01-29,1261.49,1286.38,1259.42,1283.72,7201250000
2006-02-05,1283.72,1287.94,1261.02,1264.03,6904422222
2006-02-12,1264.03,1274.56,1253.61,1266.99,6493088888
2006-02-19,1266.99,1289.47,1258.34,1287.24,6102977778
2006-02-26,1287.24,1294.17,1281.33,1289.43,4668844445
2006-03-05,1289.43,1297.57,1278.66,1287.23,6278911110
2006-03-12,1287.23,1288.23,1268.42,1281.42,6252594444
2006-03-19,1281.58,1310.45,1281.58,1307.25,6316888889
2006-03-26,1307.25,1310.88,1295.81,1302.95,5817233333
2006-04-02,1302.95,1310.15,1291.84,1294.87,6029494446
2006-04-09,1302.88,1314.07,1294.18,1295.5,6347727778
2006-04-16,1295.51,1300.74,1282.96,1289.12,4422911111
2006-04-23,1289.12,1318.16,1280.74,1311.28,6523861112
2006-04-30,1311.28,1316.04,1295.57,1310.61,6765738889
2006-05-07,1310.61,1326.53,1303.46,1325.76,6645527778
2006-05-14,1325.76,1326.7,1290.38,1291.24,6487016667
2006-05-21,1291.19,1297.88,1256.28,1267.03,7356588888
2006-05-28,1267.03,1280.54,1245.34,1280.16,6980022222
2006-06-04,1280.04,1290.68,1259.38,1288.22,5291138888
2006-06-11,1288.16,1288.16,1235.18,1252.3,7451711110
2006-06-18,1252.27,1258.64,1219.29,1251.54,7605355556
2006-06-25,1251.54,1257.96,1237.17,1244.5,6264905555
2006-07-02,1244.5,1276.3,1237.59,1270.2,6576672223
2006-07-09,1270.06,1280.38,1263.13,1265.48,4042694445
2006-07-16,1265.46,1274.06,1228.45,1236.2,6349316667
2006-07-23,1236.2,1262.56,1224.54,1240.29,6877672222
2006-07-30,1240.25,1280.42,1240.25,1278.55,7111938889
2006-08-06,1278.53,1292.92,1265.71,1279.36,7143972222
2006-08-13,1279.31,1283.74,1261.3,1266.74,6369672222
2006-08-20,1266.67,1302.3,1266.67,1302.3,6388300000
2006-08-27,1302.3,1302.49,1289.82,1295.09,5088638889
2006-09-03,1295.09,1312.03,1293.97,1311.01,5424661112
2006-09-10,1310.94,1314.67,1292.13,1298.92,4946161111
2006-09-17,1298.86,1324.65,1290.93,1319.66,7469155555
2006-09-24,1319.85,1328.53,1310.94,1314.78,6694066667
2006-10-01,1314.78,1340.28,1311.58,1335.85,7113350000
2006-10-08,1335.82,1353.79,1327.1,1349.59,7331827777
2006-10-15,1349.58,1366.63,1343.57,1365.62,6571988889
2006-10-22,1365.61,1372.87,1356.87,1368.6,7017011111
2006-10-29,1368.58,1389.45,1363.94,1377.34,7534811112
2006-11-05,1377.3,1381.95,1360.98,1364.3,7478077777
2006-11-12,1364.27,1388.92,1364.27,1380.9,7381672222
2006-11-19,1380.58,1403.76,1378.8,1401.2,7670433333
2006-11-26,1401.17,1407.89,1397.85,1400.95,4563838889
2006-12-03,1400.95,1406.3,1377.83,1396.71,8305077778
2006-12-10,1396.67,1418.27,1396.67,1409.84,7461616665
2006-12-17,1409.81,1431.63,1404.75,1427.09,7522005556
2006-12-24,1427.08,1431.81,1410.28,1410.76,6468238889
2006-12-31,1410.75,1427.72,1410.45,1418.3,3424694444
2007-01-07,1418.03,1429.42,1405.75,1409.71,5196122222
2007-01-14,1409.26,1431.23,1403.97,1430.73,7839294445
2007-01-21,1430.73,1435.27,1424.21,1430.5,6049838888
2007-01-28,1430.47,1440.69,1416.96,1422.18,7732955556
2007-02-04,1422.03,1449.33,1418.46,1448.39,7720977777
2007-02-11,1448.33,1452.99,1433.44,1438.06,7463861110
2007-02-18,1438,1457.97,1431.44,1455.54,7020827778
2007-02-25,1455.53,1461.57,1448.36,1451.19,5264200000
2007-03-04,1451.04,1456.95,1380.87,1387.17,9999899999
2007-03-11,1387.11,1410.15,1373.97,1402.84,8676627777
2007-03-18,1402.8,1409.34,1363.98,1386.95,8957477778
2007-03-25,1386.95,1438.89,1386.95,1436.11,8059377778
2007-04-01,1436.11,1437.65,1408.9,1420.86,7881561111
2007-04-08,1420.83,1444.88,1416.37,1443.76,5983994444
2007-04-15,1443.77,1453.11,1433.91,1452.85,7372388890
2007-04-22,1452.84,1484.74,1452.84,1484.35,8336438889
2007-04-29,1484.33,1498.02,1473.74,1494.07,8273316666
2007-05-06,1494.07,1510.34,1476.7,1505.62,8585261111
2007-05-13,1505.57,1513.8,1491.42,1505.85,7793544444
2007-05-20,1505.76,1522.75,1498.34,1522.75,8105661111
2007-05-27,1522.75,1532.43,1505.18,1515.73,8384388890
2007-06-03,1515.55,1540.56,1510.06,1536.34,6563638888
2007-06-10,1536.28,1540.53,1487.41,1507.67,8430277778
2007-06-17,1507.64,1538.71,1492.65,1532.91,8266150000
2007-06-24,1532.9,1537.32,1500.74,1502.56,8936755556
2007-07-01,1502.56,1517.53,1484.18,1503.35,9031138888
2007-07-08,1504.66,1532.4,1504.66,1530.44,5152361111
2007-07-15,1530.43,1555.1,1506.1,1552.5,8518472223
2007-07-22,1552.5,1555.9,1529.2,1534.1,9065388888
2007-07-29,1534.06,1547.23,1458.95,1458.95,11532738889
2007-08-05,1458.93,1488.3,1432.8,1433.06,12528355555
2007-08-12,1433.04,1503.89,1427.39,1453.64,14839738889
2007-08-19,1453.42,1466.29,1370.6,1445.94,12156211112
2007-08-26,1445.94,1479.4,1430.54,1479.37,8482444445
2007-09-02,1479.36,1481.47,1432.01,1473.99,7568283334
2007-09-09,1473.96,1496.4,1449.07,1453.55,6338261111
2007-09-16,1453.5,1489.58,1439.29,1484.25,7919772222
2007-09-23,1484.24,1538.74,1471.82,1525.75,9328466666
2007-09-30,1525.75,1533.74,1507.13,1526.75,8530000000
2007-10-07,1527.29,1561.91,1527.25,1557.59,8365933333
2007-10-14,1556.51,1576.09,1546.72,1561.8,8176333332
2007-10-21,1562.25,1564.74,1500.26,1500.63,9653388889
2007-10-28,1497.79,1535.53,1489.56,1535.28,10322405555
2007-11-04,1536.92,1552.76,1492.53,1509.65,10454183333
2007-11-11,1505.61,1520.77,1448.51,1453.7,12265788889
2007-11-18,1453.66,1492.14,1438.53,1458.74,11375100001
2007-11-25,1456.7,1456.7,1415.64,1440.7,8157638889
2007-12-02,1440.74,1488.94,1406.1,1481.14,11378966667
2007-12-09,1479.63,1510.63,1460.66,1504.66,9487116667
2007-12-16,1505.11,1523.57,1467.78,1467.95,10283488889
2007-12-23,1465.05,1485.4,1435.65,1484.46,10405277777
2007-12-30,1484.55,1498.85,1471.7,1478.49,4480111111
2008-01-06,1475.25,1475.83,1411.19,1411.63,7493905555
2008-01-13,1414.07,1430.28,1378.7,1401.02,13302227777
2008-01-20,1402.91,1417.89,1312.51,1325.19,13906844445
2008-01-27,1312.94,1368.56,1270.05,1330.61,11335511111
2008-02-03,1330.7,1396.02,1322.26,1395.42,12609838888
2008-02-10,1395.38,1395.38,1316.75,1331.29,11209605555
2008-02-17,1331.92,1369.23,1320.32,1349.99,10401255556
2008-02-24,1355.86,1367.94,1327.04,1353.11,8196327778
2008-03-02,1352.75,1388.34,1325.42,1330.63,11240233333
2008-03-09,1330.45,1344.19,1282.43,1293.37,12245183334
2008-03-16,1293.16,1333.26,1272.66,1288.14,13339855556
2008-03-23,1283.21,1341.51,1256.98,1329.51,12512450000
2008-03-30,1330.29,1359.68,1312.95,1315.22,11347055554
2008-04-06,1315.92,1380.91,1312.81,1370.4,11598750000
2008-04-13,1373.69,1386.74,1331.21,1332.83,10176050000
2008-04-20,1332.2,1395.9,1324.35,1390.33,10746044445
2008-04-27,1387.72,1399.11,1369.84,1397.84,10943827778
2008-05-04,1397.96,1422.72,1383.07,1413.9,11296122222
2008-05-11,1415.34,1421.57,1384.11,1388.28,10420122223
2008-05-18,1389.4,1425.82,1386.2,1425.35,10582033333
2008-05-25,1425.28,1440.24,1373.72,1375.93,10849233333
2008-06-01,1375.97,1406.32,1373.07,1400.38,8475650000
2008-06-08,1399.62,1404.05,1359.9,1360.68,11984327778
2008-06-15,1360.83,1370.63,1331.29,1360.03,12574599999
2008-06-22,1358.85,1366.59,1314.46,1317.93,12343911111
2008-06-29,1319.77,1335.63,1272,1278.38,13975888889
2008-07-06,1278.06,1292.17,1252.01,1262.9,10779055556
2008-07-13,1262.9,1277.36,1225.35,1239.49,16146199999
2008-07-20,1241.61,1262.31,1200.44,1260.68,18086455555
2008-07-27,1261.82,1291.17,1248.83,1257.76,15731800000
2008-08-03,1257.76,1284.93,1234.37,1260.31,14088583334
2008-08-10,1253.27,1297.85,1247.45,1296.32,11634000000
